feature,mean_importance
Frontal_Sup_R <=> Parietal_Sup_R,-0.11857082056131282
Precentral_R <=> Occipital_Sup_L,-0.10095928430516218
Parietal_Sup_R <=> Parietal_Inf_R,-0.10051535986233073
Supp_Motor_Area_L <=> SupraMarginal_L,-0.09402207086835031
Supp_Motor_Area_R <=> Parietal_Sup_R,-0.09291241075067927
Frontal_Mid_R <=> Parietal_Sup_R,-0.0920437296582853
Frontal_Sup_L <=> Precuneus_L,-0.08594355135251383
Frontal_Sup_L <=> Frontal_Mid_Orb_L,-0.08295807344029979
Frontal_Sup_Medial_L <=> Temporal_Mid_L,-0.08092219020174377
Cingulum_Mid_R <=> Parietal_Inf_R,-0.0802518564654755
Precentral_R <=> Parietal_Sup_L,-0.07900848270067753
Frontal_Sup_Medial_L <=> Cingulum_Post_L,-0.07799563015228062
Frontal_Mid_R <=> Cerebelum_Crus1_L,-0.0774685585091806
Supp_Motor_Area_R <=> Parietal_Inf_L,-0.07541876709835842
Frontal_Inf_Orb_R <=> Cerebelum_Crus1_L,-0.07510587270623788
Frontal_Sup_R <=> Cerebelum_Crus2_L,-0.07216507967902261
Cingulum_Mid_R <=> Parietal_Sup_R,-0.07177953608332324
Cerebelum_4_5_R <=> Vermis_6,-0.07112224529536722
Supp_Motor_Area_L <=> Parietal_Sup_L,-0.07103145780733203
Cerebelum_6_R <=> Vermis_6,-0.07053281337351133
Precentral_R <=> Parietal_Sup_R,-0.07033952971086829
Vermis_8 <=> Vermis_9,-0.06920304454726631
Cerebelum_8_L <=> Vermis_6,-0.0690093327157765
Frontal_Sup_Orb_L <=> Cerebelum_Crus2_R,-0.06861242973770434
Cerebelum_8_R <=> Vermis_7,-0.06827504645339166
Precentral_R <=> Occipital_Mid_L,-0.0679027630891916
Frontal_Sup_R <=> Frontal_Sup_Orb_R,-0.06778487388327381
Frontal_Sup_R <=> Frontal_Inf_Orb_R,-0.06758555446609567
Frontal_Mid_L <=> Temporal_Inf_L,-0.06709154018276813
Frontal_Inf_Orb_L <=> Frontal_Sup_Medial_L,-0.06632112433995348
Cerebelum_Crus2_R <=> Cerebelum_10_R,-0.06614304170828245
Temporal_Pole_Sup_L <=> Temporal_Inf_L,-0.06573751791198382
Parietal_Sup_R <=> SupraMarginal_R,-0.06556341955346445
Frontal_Sup_R <=> Precuneus_L,-0.06533478205349263
Frontal_Mid_R <=> Frontal_Inf_Orb_R,-0.06463038164239956
Vermis_6 <=> Vermis_8,-0.06462302865537026
Cerebelum_4_5_R <=> Cerebelum_6_R,-0.0643196719314755
Cerebelum_4_5_R <=> Vermis_7,-0.06416421105778536
Frontal_Sup_Medial_L <=> Rectus_L,-0.06277686358756318
Frontal_Sup_Orb_R <=> Temporal_Inf_R,-0.06219998269427211
Precentral_R <=> Precuneus_L,-0.06212332745885627
Rolandic_Oper_R <=> Heschl_R,-0.061940811985338226
Frontal_Sup_R <=> Angular_R,-0.06159829238324797
Cerebelum_6_L <=> Cerebelum_10_R,-0.06138498040085585
Fusiform_L <=> Temporal_Pole_Mid_R,-0.06075050416401453
Frontal_Sup_Orb_R <=> Rectus_R,-0.06020089027219529
Cerebelum_6_R <=> Cerebelum_10_R,-0.059513849830856724
Parietal_Sup_L <=> Paracentral_Lobule_L,-0.059387163540043274
Cerebelum_6_R <=> Vermis_4_5,-0.05901599847120087
Frontal_Sup_R <=> Temporal_Inf_R,-0.05891628858456262
Cerebelum_4_5_L <=> Vermis_6,-0.05870338848116789
Cerebelum_6_R <=> Vermis_9,-0.05857626410932948
Heschl_L <=> Heschl_R,-0.05815477621669398
Precentral_R <=> Postcentral_L,-0.05794728367529132
Temporal_Sup_R <=> Temporal_Mid_L,-0.05792508791023119
Precentral_R <=> Occipital_Inf_L,-0.05768454673055272
Frontal_Sup_L <=> Temporal_Inf_L,-0.05760694365304779
Frontal_Sup_L <=> Temporal_Mid_L,-0.05753278698533233
Fusiform_R <=> Temporal_Pole_Mid_R,-0.057504299178109265
Frontal_Sup_L <=> Frontal_Inf_Orb_L,-0.057375575383428766
Thalamus_L <=> Vermis_4_5,-0.05693623682087008
Fusiform_L <=> Temporal_Inf_L,-0.05686192761936457
Angular_L <=> Precuneus_R,-0.056856279841944524
Temporal_Sup_R <=> Temporal_Mid_R,-0.056848653688226405
Frontal_Sup_Medial_R <=> Temporal_Mid_L,-0.056692664449823925
Fusiform_R <=> Temporal_Inf_R,-0.056662805307198916
Frontal_Inf_Tri_R <=> Temporal_Mid_R,-0.05611738979344629
Parietal_Sup_L <=> Parietal_Inf_L,-0.055821652985681335
Precentral_R <=> Lingual_L,-0.05570811765805148
Angular_R <=> Precuneus_R,-0.05443794001249254
SupraMarginal_L <=> SupraMarginal_R,-0.054401689127191497
Frontal_Sup_R <=> Precuneus_R,-0.05415337442215824
Frontal_Sup_Medial_R <=> Angular_R,-0.05315908296159906
Supp_Motor_Area_R <=> Parietal_Sup_L,-0.05311032883025808
Frontal_Mid_Orb_L <=> Cerebelum_Crus2_L,-0.05297446039467042
Temporal_Pole_Mid_R <=> Temporal_Inf_L,-0.05264385039175332
Cingulum_Mid_R <=> Parietal_Inf_L,-0.05264282707563304
Frontal_Sup_L <=> Angular_L,-0.05245318630743778
Parietal_Inf_L <=> Paracentral_Lobule_R,-0.05239977084844769
Fusiform_L <=> Temporal_Mid_R,-0.05236805716404795
Parietal_Inf_L <=> Temporal_Inf_R,-0.05168624728086977
Cingulum_Post_L <=> Precuneus_R,-0.05164128028396107
Parietal_Sup_R <=> Paracentral_Lobule_R,-0.05161627282679522
Precentral_R <=> Calcarine_L,-0.05160821710851025
Frontal_Mid_Orb_L <=> Cerebelum_Crus2_R,-0.05125047616516722
Frontal_Mid_R <=> Cerebelum_Crus2_L,-0.05125023928258301
Precuneus_R <=> Temporal_Mid_R,-0.0512258366336372
Cerebelum_Crus1_R <=> Cerebelum_10_R,-0.050975109667406746
Frontal_Mid_Orb_L <=> Temporal_Inf_R,-0.05052724218662119
Cerebelum_Crus2_R <=> Vermis_6,-0.050470640044550666
