feature,mean_importance
Frontal_Med_Orb_L <=> Vermis_8,-0.03480712108003696
Frontal_Inf_Tri_R <=> Temporal_Inf_R,-0.03159733807372125
Amygdala_R <=> Paracentral_Lobule_L,-0.02996684902591871
Frontal_Inf_Tri_L <=> Fusiform_R,-0.02419927921620415
Frontal_Mid_L <=> Frontal_Mid_Orb_R,-0.02145618428943643
Olfactory_R <=> Hippocampus_L,-0.01710593850627946
Putamen_R <=> Cerebelum_7b_L,-0.015824683015120834
Frontal_Mid_Orb_R <=> Frontal_Inf_Orb_R,-0.0157273284710727
Cingulum_Post_L <=> Lingual_R,-0.015463524596255506
Cuneus_L <=> Temporal_Pole_Mid_R,-0.014140853797207286
Caudate_L <=> Cerebelum_9_L,-0.013945802413216635
Frontal_Mid_Orb_R <=> Putamen_R,-0.013487274904938663
Frontal_Sup_Medial_L <=> Temporal_Pole_Sup_L,-0.013325827929390544
Olfactory_R <=> Cingulum_Mid_L,-0.012706842997019185
Postcentral_L <=> Postcentral_R,-0.01261119505514321
Hippocampus_L <=> Occipital_Mid_L,-0.011977323287307629
Lingual_L <=> Cerebelum_4_5_R,-0.01191648678678665
Occipital_Inf_L <=> Occipital_Inf_R,-0.011889295485975416
Paracentral_Lobule_L <=> Putamen_R,-0.01079553226757155
Postcentral_L <=> Pallidum_R,-0.010078038983946902
Fusiform_L <=> Putamen_L,-0.009826464997664309
Pallidum_L <=> Cerebelum_8_L,-0.009732078578786219
Precuneus_L <=> Cerebelum_10_R,-0.009726358694945158
Occipital_Sup_L <=> Temporal_Pole_Mid_L,-0.009450180838776311
Frontal_Inf_Oper_L <=> Temporal_Inf_R,-0.009118274669005189
Frontal_Inf_Tri_R <=> Heschl_L,-0.008892512496837002
Rectus_R <=> Cerebelum_3_L,-0.008448011309467773
Precentral_L <=> Frontal_Inf_Tri_L,-0.008290738601624747
Postcentral_R <=> Vermis_8,-0.008234314730355897
Insula_R <=> Cingulum_Ant_L,-0.008118652519678448
Paracentral_Lobule_L <=> Putamen_L,-0.006617338053773692
Precuneus_L <=> Cerebelum_3_L,-0.006273899257510119
Frontal_Sup_Medial_L <=> Vermis_4_5,-0.0059732093777017155
Cingulum_Ant_R <=> Putamen_L,-0.005536038918675467
Precentral_R <=> Cerebelum_9_R,-0.005441280858418063
Frontal_Mid_L <=> Cerebelum_9_L,-0.005258815364624514
Cerebelum_4_5_R <=> Cerebelum_6_L,-0.004713918226000846
Paracentral_Lobule_R <=> Temporal_Inf_L,-0.004530667492720885
Precentral_R <=> Vermis_7,-0.004296044747883876
Insula_R <=> Putamen_L,-0.0042217272855670455
Rolandic_Oper_R <=> Postcentral_L,-0.004154583465835815
Precuneus_R <=> Putamen_L,-0.0036738409846752695
Frontal_Mid_Orb_R <=> Pallidum_R,-0.0034358170455459193
Temporal_Mid_L <=> Vermis_1_2,-0.003392659295049194
Cerebelum_Crus1_L <=> Cerebelum_Crus2_L,-0.0033219774122905223
Frontal_Sup_Orb_L <=> Cerebelum_7b_L,-0.0032978203529543393
Frontal_Inf_Tri_L <=> Cerebelum_Crus2_R,-0.003020528740675754
Lingual_R <=> Heschl_R,-0.002847344710286315
Insula_R <=> Temporal_Pole_Sup_L,-0.00279417047373256
Postcentral_L <=> Parietal_Inf_L,-0.002764815962980105
Rolandic_Oper_L <=> Postcentral_L,-0.0027059470607293523
Occipital_Sup_L <=> Postcentral_R,-0.00258228000897156
Parietal_Inf_R <=> Cerebelum_9_L,-0.0025477314668459704
Cingulum_Ant_L <=> Cerebelum_7b_R,-0.002458840444934651
Occipital_Sup_R <=> Parietal_Sup_L,-0.0023453113834280615
Frontal_Sup_Orb_R <=> Paracentral_Lobule_R,-0.002319591607261584
Lingual_L <=> Vermis_10,-0.0018927830999397432
Amygdala_R <=> Thalamus_L,-0.001786989209659229
Occipital_Mid_L <=> Vermis_6,-0.0015229974003772907
Cerebelum_3_L <=> Cerebelum_4_5_R,-0.0015168442239134271
Fusiform_L <=> Cerebelum_4_5_R,-0.0013135654310489908
Precuneus_L <=> Pallidum_L,-0.0012096982820142266
ParaHippocampal_L <=> Cerebelum_Crus2_R,-0.000998890128535468
SupraMarginal_L <=> Thalamus_R,-0.0009844272181308345
Temporal_Sup_R <=> Cerebelum_4_5_L,-0.0008397161150317078
Frontal_Inf_Oper_R <=> Temporal_Pole_Sup_L,-0.0008054189208467566
Cingulum_Mid_L <=> Putamen_R,-0.0007082716548121315
Caudate_L <=> Cerebelum_7b_L,-0.0005208504287437243
Frontal_Inf_Oper_R <=> Frontal_Med_Orb_R,-0.0004906583004481213
Cuneus_R <=> Vermis_7,-0.0004897464296640841
Olfactory_R <=> Occipital_Sup_L,-0.00040569100350578146
Rolandic_Oper_L <=> Occipital_Inf_L,-0.00016521605056745158
Frontal_Sup_L <=> Frontal_Inf_Tri_L,-2.0826929912409754e-05
Occipital_Sup_L <=> Temporal_Inf_R,0.0
Lingual_R <=> Vermis_3,0.0
Occipital_Sup_L <=> Temporal_Inf_L,0.0
Occipital_Sup_L <=> Precuneus_R,0.0
Lingual_R <=> Vermis_4_5,0.0
Lingual_R <=> Vermis_6,0.0
Lingual_R <=> Vermis_8,0.0
Lingual_R <=> Vermis_9,0.0
Occipital_Sup_L <=> Temporal_Mid_R,0.0
Occipital_Sup_L <=> Temporal_Pole_Mid_R,0.0
Lingual_R <=> Vermis_7,0.0
Lingual_R <=> Cerebelum_10_R,0.0
Occipital_Sup_L <=> Temporal_Mid_L,0.0
Occipital_Sup_L <=> Cerebelum_6_R,0.0
Occipital_Sup_L <=> Cerebelum_6_L,0.0
Occipital_Sup_L <=> Cerebelum_4_5_R,0.0
Occipital_Sup_L <=> Cerebelum_4_5_L,0.0
Occipital_Sup_L <=> Cerebelum_3_R,0.0
Lingual_R <=> Cerebelum_8_L,0.0
Occipital_Sup_L <=> Cerebelum_3_L,0.0
Occipital_Sup_L <=> Cerebelum_Crus2_R,0.0
Occipital_Sup_L <=> Cerebelum_Crus2_L,0.0
Lingual_R <=> Cerebelum_8_R,0.0
Lingual_R <=> Cerebelum_9_L,0.0
Lingual_R <=> Cerebelum_9_R,0.0
Occipital_Sup_L <=> Cerebelum_Crus1_R,0.0
Occipital_Sup_L <=> Cerebelum_Crus1_L,0.0
Lingual_R <=> Cerebelum_10_L,0.0
Lingual_R <=> Vermis_1_2,0.0
Occipital_Sup_L <=> Temporal_Pole_Sup_R,0.0
Occipital_Sup_L <=> Occipital_Sup_R,0.0
Lingual_R <=> Vermis_10,0.0
Occipital_Sup_L <=> Paracentral_Lobule_R,0.0
Occipital_Sup_L <=> Caudate_L,0.0
Occipital_Sup_L <=> Caudate_R,0.0
Occipital_Sup_L <=> Precuneus_L,0.0
Occipital_Sup_L <=> Angular_R,0.0
Occipital_Sup_L <=> Angular_L,0.0
Occipital_Sup_L <=> Putamen_L,0.0
Occipital_Sup_L <=> SupraMarginal_R,0.0
Occipital_Sup_L <=> SupraMarginal_L,0.0
Occipital_Sup_L <=> Putamen_R,0.0
Occipital_Sup_L <=> Parietal_Inf_R,0.0
Occipital_Sup_L <=> Pallidum_L,0.0
Occipital_Sup_L <=> Parietal_Inf_L,0.0
Occipital_Sup_L <=> Parietal_Sup_R,0.0
Occipital_Sup_L <=> Temporal_Pole_Sup_L,0.0
Occipital_Sup_L <=> Parietal_Sup_L,0.0
Occipital_Sup_L <=> Fusiform_R,0.0
Occipital_Sup_L <=> Fusiform_L,0.0
Occipital_Sup_L <=> Pallidum_R,0.0
Occipital_Sup_L <=> Occipital_Inf_R,0.0
Occipital_Sup_L <=> Occipital_Inf_L,0.0
Occipital_Sup_L <=> Thalamus_L,0.0
Occipital_Sup_L <=> Thalamus_R,0.0
Occipital_Sup_L <=> Occipital_Mid_R,0.0
Occipital_Sup_L <=> Heschl_L,0.0
Occipital_Sup_L <=> Occipital_Mid_L,0.0
Occipital_Sup_L <=> Heschl_R,0.0
Occipital_Sup_L <=> Temporal_Sup_L,0.0
Occipital_Sup_L <=> Temporal_Sup_R,0.0
Occipital_Sup_L <=> Paracentral_Lobule_L,0.0
Occipital_Sup_L <=> Postcentral_L,0.0
Precentral_L <=> Precentral_R,0.0
Occipital_Sup_L <=> Vermis_9,0.0
Occipital_Sup_L <=> Cerebelum_7b_R,0.0
Occipital_Sup_R <=> Vermis_7,0.0
Occipital_Sup_R <=> Vermis_6,0.0
Occipital_Sup_R <=> Vermis_4_5,0.0
Occipital_Sup_R <=> Vermis_3,0.0
Occipital_Sup_R <=> Vermis_1_2,0.0
Occipital_Sup_R <=> Cerebelum_10_R,0.0
Occipital_Sup_R <=> Cerebelum_10_L,0.0
Occipital_Sup_R <=> Cerebelum_9_R,0.0
Occipital_Sup_R <=> Cerebelum_9_L,0.0
Occipital_Sup_R <=> Cerebelum_8_R,0.0
Occipital_Sup_R <=> Cerebelum_8_L,0.0
Occipital_Sup_R <=> Cerebelum_7b_R,0.0
Occipital_Sup_R <=> Cerebelum_7b_L,0.0
Occipital_Sup_R <=> Cerebelum_6_L,0.0
Occipital_Sup_R <=> Cerebelum_4_5_R,0.0
Occipital_Sup_R <=> Cerebelum_4_5_L,0.0
Occipital_Sup_R <=> Cerebelum_3_R,0.0
Occipital_Sup_R <=> Cerebelum_3_L,0.0
Occipital_Sup_R <=> Cerebelum_Crus2_R,0.0
Occipital_Sup_R <=> Cerebelum_Crus2_L,0.0
Occipital_Sup_R <=> Cerebelum_Crus1_R,0.0
Occipital_Sup_R <=> Vermis_8,0.0
Occipital_Sup_R <=> Vermis_9,0.0
Occipital_Sup_R <=> Vermis_10,0.0
Occipital_Mid_L <=> Occipital_Mid_R,0.0
Occipital_Mid_L <=> Putamen_R,0.0
Occipital_Mid_L <=> Putamen_L,0.0
Occipital_Mid_L <=> Caudate_R,0.0
Occipital_Mid_L <=> Caudate_L,0.0
Occipital_Mid_L <=> Paracentral_Lobule_R,0.0
Occipital_Mid_L <=> Paracentral_Lobule_L,0.0
Occipital_Mid_L <=> Precuneus_R,0.0
Occipital_Mid_L <=> Precuneus_L,0.0
Occipital_Mid_L <=> Angular_R,0.0
Occipital_Mid_L <=> Angular_L,0.0
Occipital_Sup_R <=> Cerebelum_Crus1_L,0.0
