feature,mean_importance
Caudate_L <=> Cerebelum_Crus2_R,-0.06580193105403857
Frontal_Sup_L <=> Vermis_8,-0.05183031291972475
Parietal_Inf_R <=> Cerebelum_6_L,-0.031096830669587926
Rolandic_Oper_L <=> Olfactory_R,-0.028015133275182746
Supp_Motor_Area_L <=> Precuneus_R,-0.02646227913654542
Frontal_Inf_Orb_L <=> Cingulum_Ant_L,-0.021967950267452664
Frontal_Mid_Orb_L <=> Cerebelum_Crus1_R,-0.018362070022868292
Occipital_Inf_R <=> Cerebelum_Crus2_L,-0.016410827446678898
Insula_L <=> Hippocampus_L,-0.015532445142971696
Hippocampus_L <=> Parietal_Inf_R,-0.01359278860510984
Frontal_Sup_L <=> Frontal_Sup_Orb_L,-0.013063783034927213
Supp_Motor_Area_L <=> Cingulum_Post_L,-0.012910054092199497
Frontal_Inf_Tri_L <=> Vermis_8,-0.012612381074157897
Fusiform_L <=> Vermis_8,-0.012377124584403631
Frontal_Mid_Orb_L <=> Cerebelum_6_L,-0.011506237563906608
Cuneus_R <=> Caudate_L,-0.011505809985161531
Precentral_L <=> Vermis_1_2,-0.011248095421531401
Occipital_Mid_L <=> Occipital_Inf_R,-0.010272819551833878
Cerebelum_Crus1_L <=> Cerebelum_10_R,-0.009903366077800336
Frontal_Mid_R <=> Cerebelum_10_R,-0.009095153544213242
Hippocampus_R <=> Vermis_4_5,-0.008245189149780651
Rolandic_Oper_L <=> Vermis_10,-0.00764878723207012
Frontal_Sup_R <=> Frontal_Mid_Orb_R,-0.007526717043243769
Olfactory_L <=> Vermis_8,-0.006751934672577153
Frontal_Inf_Orb_L <=> Temporal_Mid_L,-0.006618103102648165
Cuneus_R <=> Vermis_1_2,-0.005776991658542352
Frontal_Mid_R <=> Supp_Motor_Area_R,-0.005767429017865
Cingulum_Post_L <=> Occipital_Sup_L,-0.005597884165328582
Cerebelum_3_L <=> Cerebelum_3_R,-0.005221656027473642
Precentral_R <=> Frontal_Mid_L,-0.004997365203474135
Angular_R <=> Vermis_1_2,-0.0046807078106874565
Cingulum_Post_R <=> Parietal_Inf_L,-0.004660508055202817
Frontal_Sup_Orb_R <=> Vermis_7,-0.0046495594135395725
Temporal_Inf_R <=> Cerebelum_10_L,-0.004483452535487764
Frontal_Inf_Oper_L <=> Parietal_Sup_L,-0.0040231208555683295
Olfactory_L <=> SupraMarginal_R,-0.0037231829516529923
Frontal_Inf_Orb_L <=> Cerebelum_4_5_L,-0.003384368099082424
Frontal_Inf_Tri_L <=> Parietal_Sup_L,-0.0033141161587453725
Frontal_Mid_R <=> Paracentral_Lobule_L,-0.0031516442500336694
Supp_Motor_Area_R <=> SupraMarginal_R,-0.0031392437219375678
Cingulum_Post_R <=> Temporal_Sup_R,-0.0027513401492321064
Frontal_Sup_L <=> Temporal_Sup_R,-0.002708553349324072
Frontal_Mid_L <=> Cerebelum_10_R,-0.0026236680392132785
Lingual_L <=> Vermis_8,-0.0024478618841072388
Supp_Motor_Area_L <=> Heschl_L,-0.002381836419768968
Frontal_Mid_L <=> Temporal_Sup_L,-0.0023234079603333237
Frontal_Mid_R <=> Occipital_Inf_L,-0.002277593129694511
Frontal_Sup_L <=> Pallidum_L,-0.0022465318749935737
Precentral_L <=> Frontal_Med_Orb_R,-0.0021615084461375834
Precentral_R <=> Rectus_L,-0.00212908087064565
Frontal_Inf_Tri_L <=> Cerebelum_Crus2_L,-0.002126759725872196
Frontal_Inf_Tri_R <=> Heschl_L,-0.0020581830181837903
Frontal_Sup_Orb_R <=> Parietal_Inf_R,-0.0019480324295876538
Lingual_R <=> Cerebelum_10_L,-0.0019466436588705172
Vermis_1_2 <=> Vermis_3,-0.0018976365613199598
Paracentral_Lobule_L <=> Cerebelum_7b_R,-0.0017531117049530032
Rectus_L <=> Cerebelum_3_R,-0.0017442221898723354
Frontal_Med_Orb_R <=> Cerebelum_7b_L,-0.0016768816964075396
Precentral_L <=> Olfactory_R,-0.0015351523446506476
Frontal_Inf_Tri_R <=> Vermis_8,-0.0015225282303912735
ParaHippocampal_L <=> SupraMarginal_L,-0.0015030244582487917
Precentral_L <=> Temporal_Pole_Mid_L,-0.0014705941446640836
Cuneus_L <=> Cerebelum_3_R,-0.001456906050395146
Frontal_Sup_R <=> Temporal_Pole_Mid_R,-0.0014272828744934074
Heschl_L <=> Cerebelum_7b_L,-0.00140627262708084
Frontal_Sup_Orb_L <=> Cerebelum_7b_L,-0.0013931568809574467
Temporal_Inf_R <=> Cerebelum_4_5_L,-0.0013906024557734042
SupraMarginal_R <=> Vermis_6,-0.0013359752929781976
Fusiform_L <=> Cerebelum_6_R,-0.0012546352178835819
Cerebelum_6_R <=> Vermis_8,-0.0012458672455185837
Insula_L <=> Temporal_Inf_R,-0.0012185526592627394
Precentral_L <=> Frontal_Mid_L,-0.0011820380130961538
Hippocampus_R <=> Vermis_3,-0.0011781752819551184
Frontal_Mid_Orb_L <=> Rolandic_Oper_R,-0.0011503487940151213
Rectus_R <=> Occipital_Sup_L,-0.0011396419204581232
Insula_L <=> Temporal_Inf_L,-0.0010803251425893113
Rolandic_Oper_L <=> Supp_Motor_Area_L,-0.0010682668227333548
Frontal_Med_Orb_R <=> Cerebelum_9_L,-0.0010612515329786465
Insula_R <=> Putamen_R,-0.0010015898201429785
Frontal_Mid_Orb_L <=> Frontal_Inf_Oper_L,-0.000996316485835491
Cerebelum_3_L <=> Vermis_9,-0.0009446781407199012
Temporal_Inf_L <=> Cerebelum_Crus1_R,-0.0009315504741056468
Frontal_Sup_L <=> Cerebelum_10_R,-0.0009301159104690537
Precentral_R <=> Occipital_Sup_R,-0.0009107833558696932
Cingulum_Post_L <=> Cerebelum_10_R,-0.000898658041699818
Lingual_L <=> Temporal_Sup_R,-0.0008924112013847018
Frontal_Sup_Orb_R <=> Vermis_1_2,-0.0008618508474148356
Angular_L <=> Heschl_L,-0.0008512152929340377
Supp_Motor_Area_L <=> Precuneus_L,-0.0008357196643022479
Cingulum_Ant_L <=> ParaHippocampal_R,-0.0008060788589653534
Paracentral_Lobule_R <=> Cerebelum_8_R,-0.0007910162309608282
Frontal_Inf_Orb_L <=> Cerebelum_7b_L,-0.0007899485708117382
Precentral_R <=> Cerebelum_Crus2_R,-0.0007853750778335389
Precentral_R <=> Cerebelum_6_L,-0.0007817946806301546
Frontal_Sup_Medial_R <=> Cerebelum_Crus1_L,-0.0007698664696333069
ParaHippocampal_R <=> SupraMarginal_R,-0.0007565327897669949
SupraMarginal_L <=> Vermis_3,-0.0007224493428489964
Frontal_Inf_Tri_L <=> Heschl_L,-0.0006667991061476197
Rolandic_Oper_R <=> Insula_R,-0.0006596091938123827
Frontal_Inf_Orb_R <=> Thalamus_L,-0.0006448248689353786
Frontal_Inf_Orb_R <=> Fusiform_R,-0.0006330746142881427
Cerebelum_4_5_R <=> Vermis_1_2,-0.0006012526315596123
Frontal_Inf_Oper_L <=> Cerebelum_8_L,-0.000590389207569153
Cingulum_Ant_R <=> Vermis_7,-0.0005826588090501961
Putamen_L <=> Cerebelum_4_5_L,-0.0005728110324872748
Frontal_Inf_Tri_L <=> Postcentral_L,-0.0005678365094210491
Frontal_Inf_Oper_L <=> Olfactory_L,-0.0005577810003142503
Insula_L <=> Amygdala_R,-0.0005390767996392043
Precentral_L <=> Occipital_Inf_L,-0.0005341064870790557
Thalamus_L <=> Vermis_4_5,-0.0005305189978156655
Rolandic_Oper_L <=> Amygdala_R,-0.0005287893331306304
Hippocampus_R <=> Pallidum_R,-0.0005041313745044907
Frontal_Inf_Tri_R <=> Putamen_R,-0.0005018696645431753
Amygdala_R <=> Cerebelum_4_5_L,-0.0004936369847891697
Calcarine_R <=> Postcentral_L,-0.0004857001755576906
Precentral_R <=> Cerebelum_6_R,-0.00046513325025578924
Parietal_Sup_R <=> Temporal_Inf_R,-0.0004535985243620644
Insula_L <=> Occipital_Inf_L,-0.0004500005386795181
Frontal_Sup_L <=> Precuneus_L,-0.0004440319024690886
Caudate_L <=> Cerebelum_6_L,-0.00043917337100034536
Precentral_R <=> Cerebelum_8_L,-0.0004093627595870064
Occipital_Sup_L <=> Postcentral_L,-0.00040865997837662426
Caudate_R <=> Cerebelum_10_L,-0.0004002927571061132
Amygdala_R <=> Occipital_Mid_L,-0.0003932073145488157
Cuneus_L <=> Cuneus_R,-0.00037879703653360687
Occipital_Inf_L <=> Postcentral_R,-0.00037775126642434207
Frontal_Sup_Medial_R <=> Cerebelum_9_L,-0.00036147607896603874
Frontal_Mid_Orb_L <=> Vermis_9,-0.00035717521365792316
Cingulum_Post_R <=> Cerebelum_3_L,-0.0003529960022503165
Frontal_Inf_Oper_L <=> Supp_Motor_Area_R,-0.00034224233267163837
Rectus_L <=> Fusiform_R,-0.00034212028649927007
Cingulum_Mid_L <=> Cerebelum_4_5_R,-0.0003417447499156179
Frontal_Sup_L <=> Cerebelum_3_L,-0.0003315182479951773
Precentral_L <=> Cerebelum_9_R,-0.0003314992164117125
Precentral_R <=> Cerebelum_9_R,-0.00033133434048977507
Frontal_Mid_L <=> Cerebelum_3_R,-0.0003152506847554193
Parietal_Sup_L <=> Vermis_9,-0.0003114768794975742
Frontal_Inf_Orb_L <=> Amygdala_L,-0.0003091736024109171
Frontal_Inf_Tri_L <=> Cerebelum_9_R,-0.00030498653847677026
Occipital_Sup_L <=> Paracentral_Lobule_R,-0.0003027985777808606
Cerebelum_Crus2_L <=> Cerebelum_9_R,-0.0002975819017891901
Precentral_L <=> Cingulum_Post_R,-0.00028840062506252373
Frontal_Sup_Orb_L <=> Pallidum_R,-0.0002848793138806371
Olfactory_L <=> Thalamus_R,-0.0002829348447459079
Frontal_Sup_L <=> Cerebelum_Crus1_L,-0.00027952780509612476
Paracentral_Lobule_L <=> Putamen_R,-0.0002771184954827088
Frontal_Sup_Medial_L <=> Vermis_8,-0.00027623571631947287
Insula_L <=> Cingulum_Ant_L,-0.00027587544670795163
Frontal_Sup_L <=> Vermis_7,-0.0002743049638530337
Cerebelum_Crus2_L <=> Vermis_8,-0.0002677411077497638
ParaHippocampal_L <=> Putamen_L,-0.0002657629301990205
Cerebelum_3_R <=> Cerebelum_4_5_R,-0.0002651579038331686
Frontal_Inf_Orb_L <=> Cerebelum_8_L,-0.00026255419893441714
Vermis_8 <=> Vermis_9,-0.00025938546442252355
Calcarine_R <=> Caudate_R,-0.00025110982285041493
Cingulum_Post_R <=> Putamen_L,-0.0002444341850641685
Frontal_Sup_Orb_R <=> Thalamus_L,-0.00024117338882341245
Cingulum_Mid_L <=> Cerebelum_3_L,-0.0002410362248413289
Insula_L <=> Cingulum_Post_L,-0.00023918300878418287
Insula_R <=> Heschl_L,-0.0002337621248249988
Lingual_R <=> Occipital_Inf_L,-0.00023189192302592866
