feature,mean_importance
Caudate_L <=> Cerebelum_Crus2_R,-0.06596420802520511
Frontal_Sup_L <=> Vermis_8,-0.05247026263928589
Parietal_Inf_R <=> Cerebelum_6_L,-0.03085812483398844
Rolandic_Oper_L <=> Olfactory_R,-0.02784235965499642
Supp_Motor_Area_L <=> Precuneus_R,-0.026943651565792016
Frontal_Inf_Orb_L <=> Cingulum_Ant_L,-0.021963414477092692
Frontal_Mid_Orb_L <=> Cerebelum_Crus1_R,-0.018341553961071087
Occipital_Inf_R <=> Cerebelum_Crus2_L,-0.016525283156336324
Insula_L <=> Hippocampus_L,-0.015416814081880314
Hippocampus_L <=> Parietal_Inf_R,-0.013547384493190106
Frontal_Sup_L <=> Frontal_Sup_Orb_L,-0.013040663443370359
Supp_Motor_Area_L <=> Cingulum_Post_L,-0.01293826624624166
Frontal_Inf_Tri_L <=> Vermis_8,-0.012656536743095036
Cuneus_R <=> Caudate_L,-0.01157495495966292
Frontal_Mid_Orb_L <=> Cerebelum_6_L,-0.011511684924539222
Fusiform_L <=> Vermis_8,-0.011191999977904921
Precentral_L <=> Vermis_1_2,-0.010870707370087506
Occipital_Mid_L <=> Occipital_Inf_R,-0.010303241427031961
Cerebelum_Crus1_L <=> Cerebelum_10_R,-0.009792063757040026
Frontal_Mid_R <=> Cerebelum_10_R,-0.009039485371876887
Hippocampus_R <=> Vermis_4_5,-0.008222330941135291
Rolandic_Oper_L <=> Vermis_10,-0.007662521220544338
Frontal_Sup_R <=> Frontal_Mid_Orb_R,-0.007558012057238583
Olfactory_L <=> Vermis_8,-0.006766591857423343
Frontal_Inf_Orb_L <=> Temporal_Mid_L,-0.006668069890554707
Cuneus_R <=> Vermis_1_2,-0.005956268288282685
Frontal_Mid_R <=> Supp_Motor_Area_R,-0.005777859625890125
Cingulum_Post_L <=> Occipital_Sup_L,-0.005666783482450866
Cerebelum_3_L <=> Cerebelum_3_R,-0.005231766136660676
Precentral_R <=> Frontal_Mid_L,-0.004876269380652909
Angular_R <=> Vermis_1_2,-0.004829062296820519
Frontal_Sup_Orb_R <=> Vermis_7,-0.004694800389468234
