feature,mean_importance
Cerebelum_Crus1_L <=> Cerebelum_Crus2_L,-1.8044956056284434
Lingual_L <=> Occipital_Sup_R,-1.7503143861402777
Precuneus_R <=> Temporal_Mid_L,-1.663168470036608
Cingulum_Mid_L <=> Fusiform_L,-1.5447434125083532
Cuneus_L <=> Lingual_L,-1.5076040664041528
Lingual_L <=> Occipital_Sup_L,-1.4281077847175794
Frontal_Sup_Medial_L <=> Cingulum_Mid_L,-1.3928494788270627
Cuneus_R <=> Lingual_L,-1.2567284198576885
Fusiform_L <=> Precuneus_R,-1.239123174687279
Rolandic_Oper_R <=> Heschl_R,-1.215451522147592
Frontal_Sup_Medial_R <=> Cingulum_Mid_R,-1.2152786350278746
Frontal_Sup_L <=> Frontal_Sup_Medial_R,-1.1949312618012997
Frontal_Sup_Medial_L <=> Cingulum_Mid_R,-1.1652804126653067
SupraMarginal_R <=> Temporal_Sup_R,-1.1510095578178892
Occipital_Inf_L <=> Precuneus_R,-1.1468658870104904
Insula_R <=> Heschl_L,-1.1427235625801289
Lingual_L <=> Precuneus_R,-1.1376279249339205
Occipital_Inf_L <=> Parietal_Sup_R,-1.1232563425479554
Cingulum_Mid_L <=> Temporal_Sup_R,-1.1102944506997177
Precuneus_L <=> Temporal_Mid_L,-1.1090011283467205
Frontal_Inf_Oper_R <=> Parietal_Inf_R,-1.0896573538410195
Lingual_R <=> Occipital_Sup_R,-1.0647794851218777
Fusiform_L <=> Precuneus_L,-1.0567026491644782
Lingual_L <=> Occipital_Mid_L,-1.0443225656616946
Insula_L <=> Heschl_L,-1.043272041287969
Cuneus_R <=> Lingual_R,-1.0192960064019332
Postcentral_R <=> Temporal_Sup_R,-1.0102745482640985
Lingual_L <=> Postcentral_R,-1.0097120282774612
Insula_R <=> Heschl_R,-1.0077094365162367
Precentral_R <=> Lingual_L,-1.0053742842999767
Fusiform_L <=> Parietal_Sup_R,-0.973074170279095
Cuneus_R <=> Fusiform_L,-0.968702055112594
Frontal_Sup_L <=> Frontal_Sup_R,-0.9642369550550711
Fusiform_L <=> Temporal_Inf_R,-0.9600515448732864
Temporal_Sup_L <=> Temporal_Mid_R,-0.9600355756387146
Temporal_Sup_L <=> Temporal_Pole_Sup_L,-0.948919264914754
Occipital_Sup_R <=> Fusiform_L,-0.942556163171109
Frontal_Inf_Oper_R <=> SupraMarginal_R,-0.9412773549630543
Rolandic_Oper_L <=> Insula_R,-0.9272072596348963
Frontal_Sup_R <=> Frontal_Inf_Orb_R,-0.9169218596045312
Lingual_L <=> Postcentral_L,-0.9147107630128815
Fusiform_R <=> Precuneus_R,-0.8921629566044487
Precuneus_R <=> Temporal_Mid_R,-0.8877022143814927
Fusiform_L <=> Paracentral_Lobule_R,-0.8835091717191232
Cingulum_Ant_R <=> Cingulum_Mid_R,-0.8742469709562443
Cerebelum_Crus1_R <=> Cerebelum_Crus2_R,-0.8700021695642036
Cingulum_Mid_L <=> Temporal_Sup_L,-0.8617005588660561
Frontal_Med_Orb_L <=> Cingulum_Post_L,-0.8524054374400919
Lingual_L <=> Occipital_Mid_R,-0.8426235483965371
Calcarine_L <=> Cuneus_R,-0.8415248116382671
Temporal_Pole_Sup_R <=> Temporal_Mid_R,-0.8375583544666213
Cingulum_Ant_L <=> Cingulum_Mid_L,-0.8304828198953104
Temporal_Sup_R <=> Temporal_Inf_R,-0.81952676340822
Calcarine_R <=> Cuneus_R,-0.7989698554715232
Fusiform_R <=> Temporal_Pole_Mid_R,-0.7966124166964036
Temporal_Sup_R <=> Temporal_Mid_R,-0.7941364761819912
Cerebelum_Crus1_R <=> Cerebelum_Crus2_L,-0.7895399687963817
Rolandic_Oper_L <=> Temporal_Sup_R,-0.7870725496014742
Calcarine_L <=> Lingual_L,-0.7859019696971942
Occipital_Inf_L <=> Paracentral_Lobule_R,-0.7773894547618028
Rolandic_Oper_L <=> Insula_L,-0.7742778221854593
Occipital_Sup_R <=> Occipital_Inf_L,-0.7688834621425513
Rolandic_Oper_R <=> Cingulum_Mid_L,-0.7643259076458151
Temporal_Sup_L <=> Temporal_Pole_Sup_R,-0.7588223529487792
Rolandic_Oper_R <=> Cingulum_Mid_R,-0.7585005347503226
Fusiform_R <=> Temporal_Mid_R,-0.7576483514908133
Frontal_Sup_L <=> Frontal_Mid_R,-0.7430295164125511
Cingulum_Ant_L <=> Cingulum_Mid_R,-0.7414885419403902
Precentral_R <=> Occipital_Inf_L,-0.7360916772356945
Frontal_Mid_L <=> Frontal_Sup_Medial_R,-0.7332923064842746
Lingual_L <=> Parietal_Sup_L,-0.7328959267978433
Precuneus_L <=> Temporal_Mid_R,-0.730655814226975
Lingual_L <=> Paracentral_Lobule_L,-0.7259047379308171
Temporal_Pole_Sup_L <=> Temporal_Mid_R,-0.7204309637903663
Occipital_Inf_R <=> Paracentral_Lobule_R,-0.7186024238784341
Calcarine_L <=> Precuneus_R,-0.7077148167140009
Cuneus_L <=> Fusiform_L,-0.7073370165898922
Frontal_Mid_R <=> Cingulum_Mid_R,-0.7068255585168742
Occipital_Inf_L <=> Postcentral_R,-0.7068106353538497
Cuneus_R <=> Occipital_Inf_L,-0.704141524760945
Frontal_Med_Orb_L <=> Cingulum_Post_R,-0.6981317552563553
Rolandic_Oper_R <=> SupraMarginal_R,-0.6970050065992908
Cerebelum_4_5_L <=> Cerebelum_4_5_R,-0.6911214108266392
Frontal_Mid_L <=> Frontal_Mid_R,-0.6898259177212183
Lingual_R <=> Precuneus_R,-0.6796787402023596
Occipital_Inf_L <=> Parietal_Sup_L,-0.6783340436522736
Rolandic_Oper_L <=> Heschl_R,-0.6781485183225427
ParaHippocampal_R <=> Fusiform_L,-0.6756671898115826
Precentral_R <=> Rolandic_Oper_R,-0.6700030849690733
Fusiform_L <=> Paracentral_Lobule_L,-0.6669508531866896
Hippocampus_R <=> ParaHippocampal_R,-0.6662569223343027
Temporal_Inf_R <=> Cerebelum_6_L,-0.6645166022462206
Cerebelum_Crus1_R <=> Cerebelum_6_R,-0.6635219484349107
Occipital_Sup_R <=> Occipital_Inf_R,-0.6582120240303795
Occipital_Inf_R <=> Parietal_Sup_R,-0.6579916429811448
Cingulum_Mid_R <=> Temporal_Sup_L,-0.6560862260189765
Occipital_Inf_L <=> Temporal_Inf_R,-0.6516804566923952
Fusiform_L <=> Cerebelum_6_R,-0.6490458755162478
Occipital_Inf_R <=> Temporal_Mid_R,-0.6465991598551242
Temporal_Pole_Sup_L <=> Temporal_Inf_R,-0.6418414837106496
Frontal_Sup_Medial_L <=> Frontal_Sup_Medial_R,-0.6388685203487838
Fusiform_R <=> Parietal_Sup_R,-0.6347284349608856
Occipital_Inf_R <=> Temporal_Inf_R,-0.6344243525016765
Cuneus_L <=> Occipital_Inf_L,-0.6270680920966129
Cingulum_Mid_L <=> Temporal_Mid_R,-0.6263909300507506
Fusiform_L <=> Temporal_Mid_R,-0.6208631898945327
Occipital_Mid_L <=> Parietal_Sup_R,-0.6176290402493265
Frontal_Sup_L <=> Frontal_Sup_Medial_L,-0.6144378265959702
Occipital_Mid_R <=> Fusiform_L,-0.6067700685856977
Occipital_Sup_L <=> Occipital_Sup_R,-0.6060732073503899
Cuneus_R <=> Occipital_Inf_R,-0.6022347328269305
Fusiform_L <=> Parietal_Sup_L,-0.6005912057838956
Rolandic_Oper_R <=> Postcentral_R,-0.6003793011826971
Frontal_Sup_R <=> Frontal_Mid_L,-0.600287079108466
Temporal_Sup_R <=> Temporal_Pole_Sup_L,-0.596761833229013
Frontal_Sup_Orb_L <=> Frontal_Mid_Orb_R,-0.5953056217929585
Cerebelum_Crus1_R <=> Vermis_8,-0.5934623134587582
Supp_Motor_Area_L <=> Frontal_Sup_Medial_L,-0.5932530371961462
Frontal_Inf_Oper_R <=> Frontal_Inf_Tri_L,-0.5824131597644822
Heschl_L <=> Temporal_Sup_L,-0.5780288287583957
Calcarine_L <=> Occipital_Sup_R,-0.5755330173610872
Frontal_Mid_R <=> Cingulum_Mid_L,-0.5750341438317378
Rolandic_Oper_R <=> Postcentral_L,-0.5714918745178877
Fusiform_L <=> Temporal_Pole_Mid_L,-0.5656469686756722
Calcarine_R <=> Lingual_R,-0.5641910457874815
Occipital_Mid_L <=> Occipital_Inf_L,-0.564148255089853
Occipital_Mid_R <=> Occipital_Inf_L,-0.5577211159105147
Frontal_Med_Orb_R <=> Cingulum_Post_L,-0.5542139339769008
Lingual_L <=> Paracentral_Lobule_R,-0.5524860956503275
Occipital_Inf_L <=> Postcentral_L,-0.5504588225038887
Fusiform_L <=> Postcentral_L,-0.549712872747729
Fusiform_L <=> Temporal_Pole_Mid_R,-0.5472916612259056
Rolandic_Oper_R <=> Heschl_L,-0.5433773490309151
Occipital_Inf_L <=> Temporal_Mid_R,-0.5425628813255201
Calcarine_R <=> Precuneus_R,-0.5396341643162359
Occipital_Sup_L <=> Fusiform_L,-0.5355781933127972
Occipital_Sup_R <=> Occipital_Mid_L,-0.5346050207578898
Fusiform_R <=> Paracentral_Lobule_L,-0.5291713444223873
Amygdala_L <=> Amygdala_R,-0.5204047980757991
Frontal_Mid_R <=> Angular_R,-0.5167716880630749
Fusiform_R <=> Parietal_Sup_L,-0.5142314202306452
Lingual_R <=> Occipital_Sup_L,-0.5141491739126934
Lingual_R <=> Temporal_Inf_R,-0.5119042132595325
Fusiform_R <=> Postcentral_R,-0.509394903684273
Occipital_Sup_L <=> Occipital_Inf_L,-0.5073924702701575
Fusiform_R <=> Paracentral_Lobule_R,-0.5069722991976093
Precentral_L <=> Frontal_Sup_L,-0.5068518263949116
Rolandic_Oper_L <=> Temporal_Sup_L,-0.5046408325787738
Fusiform_R <=> Cerebelum_4_5_R,-0.5027290655406276
Calcarine_L <=> Cuneus_L,-0.5025273578284242
Occipital_Inf_L <=> Paracentral_Lobule_L,-0.49621940249543145
Temporal_Mid_L <=> Temporal_Mid_R,-0.4946432578342012
Occipital_Inf_R <=> Postcentral_R,-0.4917101591128727
Fusiform_L <=> Cerebelum_8_R,-0.49158108965571473
Cuneus_L <=> Occipital_Inf_R,-0.4887650184015186
Rolandic_Oper_R <=> Temporal_Pole_Sup_R,-0.4861403462265429
Temporal_Mid_L <=> Temporal_Inf_R,-0.48524651488789206
ParaHippocampal_L <=> Fusiform_L,-0.4851495294087627
Precentral_L <=> Precuneus_L,-0.48411038839595477
Frontal_Mid_R <=> Frontal_Inf_Orb_R,-0.48263479708109003
Hippocampus_L <=> ParaHippocampal_R,-0.48171374734500033
Frontal_Inf_Oper_L <=> Frontal_Inf_Oper_R,-0.4793458679723159
Lingual_R <=> Postcentral_R,-0.47754663393179014
Precentral_L <=> Paracentral_Lobule_R,-0.47656904529831223
Precuneus_L <=> Paracentral_Lobule_L,-0.4745487003914903
Frontal_Sup_L <=> Cingulum_Ant_R,-0.47396538947111255
Fusiform_L <=> Temporal_Sup_L,-0.47223872543950307
Precentral_R <=> Precuneus_L,-0.4715939656240124
Precuneus_L <=> Cerebelum_Crus2_R,-0.4697972805264186
Occipital_Mid_L <=> Precuneus_R,-0.4675419108787267
Lingual_L <=> Temporal_Inf_R,-0.4653481106292759
Lingual_R <=> Postcentral_L,-0.4591239671276071
Postcentral_L <=> Precuneus_L,-0.4574561723033753
Rolandic_Oper_L <=> Rolandic_Oper_R,-0.4550283323679253
Heschl_L <=> Heschl_R,-0.4547803025941448
Cingulum_Post_L <=> Temporal_Mid_L,-0.452916849269586
Precentral_L <=> Paracentral_Lobule_L,-0.4516272163111495
Frontal_Sup_R <=> Cingulum_Ant_L,-0.44919526650022024
Occipital_Inf_R <=> Precuneus_L,-0.4478527382053542
Occipital_Mid_L <=> Fusiform_R,-0.4472766125616374
Occipital_Mid_L <=> Fusiform_L,-0.44660665085454526
Temporal_Inf_L <=> Cerebelum_6_L,-0.4414967385750259
Parietal_Sup_R <=> Paracentral_Lobule_L,-0.4408986657904805
Precentral_R <=> Occipital_Inf_R,-0.4404030257001281
Temporal_Sup_L <=> Temporal_Sup_R,-0.43589106021436097
Postcentral_L <=> Precuneus_R,-0.42962784519920516
Occipital_Inf_R <=> Paracentral_Lobule_L,-0.429254882395152
Precentral_R <=> Cingulum_Mid_R,-0.42809238815168554
Supp_Motor_Area_R <=> Postcentral_R,-0.42699229912653036
Rolandic_Oper_L <=> Heschl_L,-0.422690074451819
Temporal_Sup_L <=> Temporal_Mid_L,-0.4226241108871207
Fusiform_R <=> Precuneus_L,-0.4209499650387173
Frontal_Sup_Orb_L <=> Frontal_Inf_Orb_R,-0.4201642832220841
Cerebelum_Crus1_R <=> Cerebelum_4_5_L,-0.41735701105897505
Cerebelum_Crus2_R <=> Vermis_6,-0.41707230044205235
Fusiform_R <=> Temporal_Inf_R,-0.4136514631238228
Occipital_Inf_R <=> Cerebelum_8_R,-0.40273115835829854
Temporal_Sup_R <=> Temporal_Pole_Sup_R,-0.3994682809961233
Occipital_Mid_L <=> Cerebelum_8_L,-0.39716798917733487
Occipital_Sup_R <=> Fusiform_R,-0.3955402642506982
Frontal_Inf_Orb_R <=> Frontal_Sup_Medial_R,-0.3943656981994678
Temporal_Inf_L <=> Cerebelum_6_R,-0.39409952234623946
Frontal_Sup_Medial_R <=> Cingulum_Ant_L,-0.3914002597914902
Frontal_Sup_Medial_L <=> Frontal_Med_Orb_L,-0.38769676577455103
Frontal_Sup_L <=> Frontal_Med_Orb_L,-0.3873641198066579
Fusiform_R <=> Temporal_Sup_R,-0.3846792534361228
Occipital_Mid_L <=> Temporal_Mid_L,-0.3828243430783587
Calcarine_L <=> Occipital_Sup_L,-0.38059291511253973
Precuneus_R <=> Temporal_Inf_L,-0.37798838373526567
Supp_Motor_Area_R <=> Precuneus_L,-0.37439561895111095
Frontal_Inf_Orb_R <=> Frontal_Sup_Medial_L,-0.36884230811403285
Calcarine_L <=> Postcentral_R,-0.36838084663045406
Cuneus_L <=> Fusiform_R,-0.36105153289606023
Hippocampus_R <=> ParaHippocampal_L,-0.36002078520148045
Precuneus_R <=> Paracentral_Lobule_L,-0.35984768685372187
Frontal_Sup_L <=> Cingulum_Ant_L,-0.35930194283463524
Rolandic_Oper_R <=> Temporal_Sup_L,-0.35838879063699236
Heschl_R <=> Temporal_Sup_L,-0.3582772176366305
Precentral_R <=> Calcarine_L,-0.35807628793967866
Frontal_Mid_R <=> Frontal_Inf_Oper_R,-0.3568844786633676
Cerebelum_3_R <=> Vermis_3,-0.3551252562144128
Calcarine_R <=> Fusiform_R,-0.35432703724082304
Fusiform_L <=> Temporal_Pole_Sup_R,-0.3490028288200421
Lingual_R <=> Occipital_Mid_R,-0.34685887686043343
Cerebelum_Crus1_R <=> Cerebelum_6_L,-0.34556613063302277
Occipital_Inf_R <=> Cerebelum_Crus2_R,-0.34492576605593256
Supp_Motor_Area_L <=> Paracentral_Lobule_L,-0.34484158466468673
Temporal_Pole_Sup_R <=> Temporal_Mid_L,-0.34217208524108855
Rolandic_Oper_R <=> SupraMarginal_L,-0.34201921586115985
Paracentral_Lobule_R <=> Cerebelum_8_L,-0.3412008968410348
Temporal_Pole_Sup_R <=> Temporal_Pole_Mid_L,-0.3408935319633244
Occipital_Mid_R <=> Fusiform_R,-0.34085385952719494
Supp_Motor_Area_L <=> Paracentral_Lobule_R,-0.34054571515144827
Cerebelum_9_R <=> Cerebelum_10_L,-0.33934532751908647
Insula_L <=> Cingulum_Ant_L,-0.33885533937941686
ParaHippocampal_R <=> Temporal_Sup_L,-0.3377661620468729
Cingulum_Post_R <=> Precuneus_L,-0.33726676576608555
Frontal_Sup_L <=> Frontal_Mid_Orb_L,-0.33423168833417094
