feature,mean_importance
Occipital_Sup_L <=> Temporal_Inf_R,-0.0012136207138781607
Frontal_Sup_Orb_L <=> Frontal_Mid_L,-0.001044018488174725
Vermis_4_5 <=> Vermis_8,-0.0009422104951671173
Supp_Motor_Area_R <=> SupraMarginal_R,-0.0008268487936760494
Paracentral_Lobule_R <=> Cerebelum_8_L,-0.0008132793740434962
Frontal_Sup_L <=> Cerebelum_Crus2_R,-0.0007605182857504111
Frontal_Mid_L <=> Temporal_Mid_L,-0.0007600861929812908
Occipital_Sup_L <=> Parietal_Inf_L,-0.0007586551841689548
Frontal_Sup_L <=> Temporal_Mid_L,-0.0007572740655266586
Frontal_Inf_Oper_R <=> Frontal_Inf_Tri_R,-0.0006760123157752318
Parietal_Sup_L <=> Parietal_Inf_L,-0.0005843967123871252
Frontal_Inf_Oper_L <=> Frontal_Inf_Tri_L,-0.0005591579229737853
Occipital_Sup_L <=> Parietal_Sup_L,-0.000496661295508094
Parietal_Inf_L <=> Temporal_Inf_R,-0.0004718210876994533
Supp_Motor_Area_R <=> Postcentral_R,-0.00046738690652121663
Parietal_Sup_L <=> Temporal_Inf_R,-0.00042441743792949184
Occipital_Inf_L <=> Cerebelum_Crus1_R,-0.00040103359679513064
Frontal_Sup_R <=> Frontal_Mid_Orb_R,-0.0003944388742754157
Frontal_Mid_L <=> Cerebelum_Crus2_R,-0.0003765842239798367
Frontal_Sup_R <=> Temporal_Mid_R,-0.00036029911992008223
Calcarine_L <=> Occipital_Mid_L,-0.0003571105340736125
Frontal_Sup_R <=> Frontal_Sup_Orb_R,-0.0003542191702988973
Calcarine_L <=> Occipital_Inf_R,-0.00033187405323396033
Cingulum_Mid_R <=> Paracentral_Lobule_R,-0.0003214387418771558
Calcarine_R <=> Postcentral_L,-0.0003213375641295535
Frontal_Mid_L <=> Frontal_Inf_Oper_L,-0.0003109907706821957
Occipital_Sup_L <=> Temporal_Pole_Mid_R,-0.0003089190339442993
Calcarine_R <=> Occipital_Inf_L,-0.00030880582185552894
Frontal_Mid_L <=> Parietal_Sup_L,-0.0003035609434774322
Parietal_Inf_L <=> Temporal_Pole_Mid_R,-0.00029661305106465363
Occipital_Inf_L <=> Cerebelum_6_R,-0.00029408473296790307
Cerebelum_6_L <=> Vermis_4_5,-0.0002935885951841577
Cuneus_L <=> Parietal_Sup_L,-0.00026431339862922345
Frontal_Sup_L <=> Parietal_Inf_L,-0.0002600831276005522
