feature,mean_importance
Cerebelum_6_L <=> Cerebelum_6_R,-0.3306678634488627
Cerebelum_4_5_R <=> Cerebelum_6_L,-0.292253647179713
Temporal_Mid_L <=> Temporal_Pole_Mid_R,-0.23174321518178545
Cerebelum_Crus1_L <=> Vermis_8,-0.21193223946593776
Precentral_R <=> Calcarine_L,-0.2092711302545915
Cerebelum_6_L <=> Vermis_8,-0.20843944071634085
Cerebelum_6_L <=> Vermis_6,-0.20609737476375684
Amygdala_L <=> Amygdala_R,-0.19411352537172136
Calcarine_L <=> Occipital_Mid_R,-0.19407107467593435
Cuneus_L <=> Occipital_Mid_R,-0.19152845928561887
Cuneus_R <=> Occipital_Mid_R,-0.17542073720141574
Cuneus_R <=> Fusiform_R,-0.1627383492998405
Cuneus_L <=> Fusiform_R,-0.15792080599427863
Cuneus_L <=> Paracentral_Lobule_L,-0.1566224548141058
Lingual_L <=> Fusiform_L,-0.1531884351118542
Calcarine_L <=> Occipital_Inf_L,-0.1510740624934023
Temporal_Sup_L <=> Temporal_Pole_Sup_R,-0.15014104598344602
Cerebelum_6_R <=> Vermis_8,-0.13891051065206242
Calcarine_L <=> Postcentral_R,-0.13650075033032608
Occipital_Mid_L <=> Temporal_Inf_L,-0.13174857606966767
Lingual_R <=> Fusiform_R,-0.13112899342490253
Occipital_Mid_L <=> Fusiform_L,-0.1274942055802107
Occipital_Sup_L <=> Fusiform_R,-0.12663771287044484
Cerebelum_6_R <=> Vermis_6,-0.12606733179409985
Temporal_Sup_R <=> Temporal_Pole_Sup_R,-0.1255019206825594
Cerebelum_4_5_L <=> Cerebelum_6_L,-0.1252394506162247
Caudate_L <=> Putamen_L,-0.12355548794457505
Occipital_Sup_L <=> Occipital_Mid_R,-0.12311231302372079
Calcarine_L <=> Occipital_Sup_R,-0.12229251907754062
Occipital_Mid_R <=> Precuneus_L,-0.12100658432046885
Cuneus_L <=> Lingual_R,-0.11943626738642621
Temporal_Pole_Sup_R <=> Temporal_Mid_L,-0.11836682075987141
Occipital_Sup_R <=> Occipital_Mid_R,-0.11647193480102018
Calcarine_L <=> Fusiform_L,-0.11606171812318422
Amygdala_R <=> Temporal_Pole_Sup_L,-0.11500150569565762
Cerebelum_Crus1_R <=> Vermis_8,-0.11310226165156934
Calcarine_L <=> Paracentral_Lobule_L,-0.11292690091433358
Temporal_Sup_L <=> Temporal_Mid_R,-0.11198001597479035
Rolandic_Oper_L <=> Temporal_Sup_L,-0.11154144220493904
Lingual_R <=> Occipital_Mid_L,-0.1042553207200065
Cerebelum_4_5_R <=> Vermis_8,-0.10415731152505359
Calcarine_L <=> Postcentral_L,-0.10392150622383696
Frontal_Sup_L <=> Cingulum_Mid_R,-0.1037067052612329
Calcarine_L <=> Paracentral_Lobule_R,-0.10131186653043542
Cuneus_R <=> Occipital_Sup_R,-0.10014348174986196
Precentral_L <=> Cuneus_L,-0.09931596565435755
Frontal_Mid_L <=> Frontal_Sup_Medial_R,-0.09925045984009984
Occipital_Mid_L <=> Cerebelum_8_L,-0.09783986503945244
Fusiform_L <=> Cerebelum_10_R,-0.09640967747817726
Hippocampus_L <=> Temporal_Pole_Sup_L,-0.09512464960010263
Hippocampus_L <=> Cerebelum_4_5_L,-0.09502365145789823
Temporal_Pole_Sup_L <=> Temporal_Mid_R,-0.09429571494183904
Lingual_L <=> Temporal_Mid_R,-0.09412009071281488
Vermis_6 <=> Vermis_8,-0.0929142990600802
Parietal_Inf_L <=> SupraMarginal_L,-0.09174755728557074
Lingual_R <=> Postcentral_R,-0.08906475540760397
Calcarine_L <=> Occipital_Mid_L,-0.08720956990486428
Occipital_Mid_L <=> Fusiform_R,-0.08720832088300981
Calcarine_R <=> Occipital_Mid_L,-0.08702635006243113
Occipital_Mid_R <=> Postcentral_L,-0.08577185081153331
Cuneus_L <=> Fusiform_L,-0.08540002938744777
Cingulum_Mid_L <=> Cingulum_Mid_R,-0.08433148322112557
Calcarine_L <=> Fusiform_R,-0.08422455278331568
Lingual_L <=> Occipital_Mid_R,-0.08311824456795733
Caudate_L <=> Caudate_R,-0.08102483674963494
Occipital_Inf_L <=> Fusiform_L,-0.07995093731767042
Occipital_Sup_L <=> Paracentral_Lobule_L,-0.0791945624332655
Lingual_L <=> Postcentral_R,-0.07818852705171082
Cuneus_R <=> Paracentral_Lobule_L,-0.07810653201120984
Rolandic_Oper_L <=> Temporal_Sup_R,-0.0772481232908568
Fusiform_L <=> Cerebelum_6_R,-0.0753516549799869
Lingual_L <=> Fusiform_R,-0.07505476476798449
Cerebelum_6_L <=> Vermis_4_5,-0.07475119604137034
Calcarine_R <=> Occipital_Mid_R,-0.07366273562557879
Cerebelum_4_5_R <=> Cerebelum_8_R,-0.07328708667545528
Frontal_Sup_Medial_L <=> Cingulum_Ant_R,-0.0730006628712104
Temporal_Sup_R <=> Temporal_Mid_L,-0.07299929215069981
Cuneus_L <=> Paracentral_Lobule_R,-0.07144461942253741
Hippocampus_R <=> Fusiform_L,-0.07116462692618128
Cerebelum_6_R <=> Cerebelum_8_R,-0.07114250281682288
Occipital_Sup_R <=> Paracentral_Lobule_L,-0.07033026678325527
Frontal_Sup_Medial_R <=> Cingulum_Post_L,-0.07029621803630733
Putamen_R <=> Pallidum_R,-0.06925821449363596
Precentral_R <=> Paracentral_Lobule_L,-0.06848292176496074
Lingual_R <=> Cerebelum_6_L,-0.06810989800661886
Occipital_Inf_L <=> Fusiform_R,-0.06779755591863505
Cuneus_L <=> Lingual_L,-0.06723440748369924
Temporal_Mid_R <=> Temporal_Pole_Mid_R,-0.0670292342307576
Hippocampus_L <=> Amygdala_R,-0.06674032750794438
Lingual_R <=> Occipital_Sup_R,-0.06654808134591832
Lingual_L <=> Occipital_Mid_L,-0.06625718507970361
Occipital_Mid_L <=> Temporal_Inf_R,-0.06598572558560108
Precentral_L <=> SupraMarginal_L,-0.06583824862827399
Occipital_Mid_L <=> Cerebelum_6_R,-0.06522814330293798
Frontal_Sup_L <=> Frontal_Sup_R,-0.0650209729798334
Occipital_Sup_R <=> Postcentral_R,-0.06476762571885644
Cuneus_L <=> Occipital_Sup_R,-0.06471885416429046
Lingual_R <=> Occipital_Sup_L,-0.06458227057544548
Lingual_L <=> Occipital_Sup_R,-0.06442864974282898
Calcarine_L <=> Parietal_Sup_L,-0.06442109815741688
Precentral_L <=> Cuneus_R,-0.06439370674980793
Cuneus_R <=> Paracentral_Lobule_R,-0.0643081119213548
Lingual_L <=> Cerebelum_4_5_R,-0.0640978272762112
Cuneus_L <=> Postcentral_L,-0.06256300282747773
Cerebelum_Crus1_L <=> Cerebelum_4_5_R,-0.06217534600266319
Precentral_R <=> Occipital_Mid_R,-0.061521490996537406
Lingual_R <=> Temporal_Sup_R,-0.060917309381845544
Cingulum_Ant_L <=> Cingulum_Ant_R,-0.059997875936819864
Lingual_L <=> Temporal_Inf_L,-0.059525637314683875
Fusiform_L <=> Temporal_Mid_R,-0.05903523281997423
Cingulum_Mid_L <=> Calcarine_L,-0.05875793091675021
Occipital_Mid_L <=> Temporal_Mid_L,-0.058578941608016064
Cerebelum_6_L <=> Cerebelum_8_R,-0.0584157908639753
Fusiform_R <=> Temporal_Mid_R,-0.05821608974507697
Occipital_Sup_L <=> Fusiform_L,-0.05746890332445957
Occipital_Sup_L <=> Postcentral_L,-0.057190825496461886
Cerebelum_Crus2_L <=> Cerebelum_6_R,-0.05709425167317832
Cuneus_L <=> Postcentral_R,-0.05656659467376457
Parietal_Sup_L <=> Temporal_Inf_L,-0.05640208239092672
Calcarine_L <=> Cerebelum_6_R,-0.05595459738328046
Precentral_R <=> Cuneus_L,-0.05520454396512946
Cuneus_L <=> Parietal_Sup_L,-0.05436540175623321
Calcarine_L <=> Precuneus_L,-0.05421287622946238
Occipital_Mid_R <=> Temporal_Inf_R,-0.054079007609561816
Cerebelum_Crus1_R <=> Cerebelum_8_R,-0.05402018329096379
Calcarine_R <=> Occipital_Inf_L,-0.053413917523497646
