feature,mean_importance
Cingulum_Mid_R <=> Paracentral_Lobule_R,-0.024749177726507553
Supp_Motor_Area_R <=> Postcentral_R,-0.024317167899087267
Precuneus_L <=> Paracentral_Lobule_L,-0.021028172243407806
Precuneus_R <=> Paracentral_Lobule_L,-0.020448515746431185
Frontal_Inf_Orb_R <=> Temporal_Pole_Sup_R,-0.020277740447702454
Frontal_Inf_Orb_L <=> Fusiform_L,-0.019838541075040083
Cingulum_Mid_L <=> Paracentral_Lobule_R,-0.019497669583171184
Postcentral_R <=> Temporal_Inf_R,-0.018754932703481674
Temporal_Sup_L <=> Temporal_Mid_L,-0.018463426767689306
Paracentral_Lobule_R <=> Temporal_Inf_R,-0.01840265264623948
Temporal_Sup_L <=> Temporal_Mid_R,-0.018057018575723303
Precuneus_R <=> Paracentral_Lobule_R,-0.018031712714732695
Parietal_Sup_L <=> Temporal_Inf_L,-0.01793689934259062
Precentral_L <=> Cingulum_Mid_L,-0.017879053881800822
Fusiform_L <=> Temporal_Mid_L,-0.017802525390021008
Postcentral_L <=> Precuneus_L,-0.017697304229758258
Occipital_Sup_L <=> Precuneus_R,-0.017672217072164022
Precentral_L <=> SupraMarginal_L,-0.017670223474618753
Precentral_R <=> SupraMarginal_R,-0.017523670283190552
Postcentral_R <=> SupraMarginal_R,-0.016740551636341205
Parietal_Inf_L <=> SupraMarginal_L,-0.016664107944924123
Paracentral_Lobule_L <=> Temporal_Inf_R,-0.016457802464223726
Fusiform_L <=> Temporal_Inf_L,-0.016255059611260947
Postcentral_R <=> Precuneus_R,-0.016081467750074463
ParaHippocampal_R <=> Temporal_Pole_Mid_R,-0.016068104697904494
Cingulum_Mid_R <=> Postcentral_R,-0.016066958116104237
Precentral_L <=> Cingulum_Mid_R,-0.015756114687756995
Rolandic_Oper_R <=> SupraMarginal_R,-0.015732896941046536
Precentral_L <=> Supp_Motor_Area_R,-0.015642310476793587
Fusiform_R <=> Temporal_Pole_Mid_R,-0.015548602248953092
Cuneus_R <=> Precuneus_R,-0.015304673839792749
Cingulum_Mid_L <=> Postcentral_R,-0.014981678564364831
Parietal_Sup_L <=> SupraMarginal_L,-0.01495189314056411
Postcentral_L <=> Temporal_Inf_R,-0.014760712010711607
Temporal_Sup_L <=> Temporal_Inf_L,-0.014652253190340225
Supp_Motor_Area_L <=> Cingulum_Mid_L,-0.014535827841695426
Temporal_Pole_Mid_L <=> Temporal_Inf_L,-0.014459859174110523
Postcentral_L <=> Precuneus_R,-0.014425697589733489
Insula_R <=> Temporal_Pole_Sup_R,-0.014325151764595302
Cingulum_Mid_R <=> Postcentral_L,-0.014220274611347162
Parietal_Inf_L <=> Paracentral_Lobule_R,-0.014118276543038188
Precentral_L <=> Occipital_Inf_L,-0.014109915557614271
Precentral_R <=> Supp_Motor_Area_R,-0.014082682010998049
Precentral_R <=> Frontal_Sup_R,-0.014068585451213433
Paracentral_Lobule_R <=> Temporal_Inf_L,-0.014056720651482025
Precentral_L <=> Precuneus_L,-0.013996450127025906
Cingulum_Mid_R <=> Temporal_Sup_L,-0.013891713119496264
Supp_Motor_Area_L <=> Postcentral_R,-0.013848004816168302
Occipital_Sup_L <=> Precuneus_L,-0.013837376973776206
Frontal_Mid_L <=> Frontal_Inf_Oper_L,-0.013820867309091423
Occipital_Sup_R <=> Precuneus_R,-0.013726594196669505
Postcentral_R <=> SupraMarginal_L,-0.013715416622782505
Temporal_Mid_L <=> Temporal_Inf_L,-0.013707137606680232
Occipital_Sup_L <=> Parietal_Inf_L,-0.013687616623089571
Precentral_L <=> Frontal_Sup_R,-0.013348636710563699
Precentral_L <=> Postcentral_R,-0.013266277879310095
ParaHippocampal_R <=> Amygdala_L,-0.013243158421323287
Lingual_L <=> Temporal_Inf_L,-0.013241741253070583
Frontal_Mid_R <=> Parietal_Sup_R,-0.013132640321273925
Postcentral_R <=> Precuneus_L,-0.013043889676461796
