feature,mean_importance
Supp_Motor_Area_R <=> Postcentral_R,-0.005246018845444756
ParaHippocampal_R <=> Temporal_Pole_Mid_R,-0.003483942747950497
Hippocampus_R <=> Amygdala_R,-0.0027166792430592056
Cerebelum_4_5_R <=> Cerebelum_8_R,-0.0026052578512136826
Occipital_Inf_R <=> Cerebelum_8_L,-0.002375426020746563
Temporal_Mid_R <=> Cerebelum_Crus1_R,-0.0023272396891164783
Occipital_Inf_R <=> Cerebelum_8_R,-0.002276943653376362
Frontal_Sup_Orb_R <=> Frontal_Mid_Orb_L,-0.002223869343105411
Supp_Motor_Area_R <=> Paracentral_Lobule_R,-0.002213645426534816
Frontal_Sup_Medial_R <=> Temporal_Mid_R,-0.002125760388685949
Cingulum_Post_R <=> Precuneus_L,-0.0021226080952401194
Frontal_Sup_L <=> Cingulum_Post_L,-0.0019700098857336813
Occipital_Inf_L <=> Cerebelum_8_L,-0.0016685017678894187
ParaHippocampal_R <=> Amygdala_R,-0.0016429947263715938
Amygdala_R <=> Temporal_Pole_Sup_L,-0.001625870340510982
Cingulum_Post_R <=> Precuneus_R,-0.001587181646398994
Temporal_Mid_L <=> Cerebelum_Crus2_R,-0.001561046440546221
Cingulum_Post_L <=> Precuneus_L,-0.0015560671348597843
Frontal_Sup_L <=> Frontal_Med_Orb_L,-0.0015440965420882246
Temporal_Mid_R <=> Cerebelum_Crus1_L,-0.0015399808166303153
Temporal_Mid_L <=> Cerebelum_Crus1_R,-0.0015354307867400329
Cingulum_Post_L <=> Temporal_Mid_L,-0.0014926531894341455
Rolandic_Oper_L <=> Rolandic_Oper_R,-0.0014298894495265557
Frontal_Sup_Medial_R <=> Angular_R,-0.001354328955338735
Heschl_L <=> Heschl_R,-0.0013420031045315195
Lingual_R <=> Fusiform_R,-0.0013348546315211872
Fusiform_R <=> Cerebelum_8_L,-0.0012932465687891526
Temporal_Pole_Sup_L <=> Temporal_Mid_L,-0.0012817206231135803
ParaHippocampal_L <=> Cerebelum_4_5_L,-0.0012770445925687657
Frontal_Inf_Orb_R <=> Frontal_Sup_Medial_R,-0.001266270257757629
Amygdala_R <=> Temporal_Pole_Sup_R,-0.0011964668308825476
Frontal_Sup_R <=> Angular_R,-0.0011824299958169248
Fusiform_L <=> Cerebelum_8_L,-0.0011620670416547796
Cerebelum_Crus1_R <=> Cerebelum_8_L,-0.0010943459820893953
ParaHippocampal_R <=> Temporal_Pole_Sup_R,-0.0010808948286847198
Cingulum_Ant_L <=> Caudate_R,-0.0010211454964944356
Lingual_L <=> Cerebelum_8_L,-0.001018652989836788
Cerebelum_Crus1_R <=> Cerebelum_10_R,-0.0010097171447865261
Lingual_R <=> Cerebelum_8_R,-0.0010070894203063397
Frontal_Sup_Medial_L <=> Temporal_Mid_L,-0.0009932243503127046
Cerebelum_Crus1_L <=> Cerebelum_Crus2_L,-0.0009782026653139208
Precentral_R <=> Supp_Motor_Area_R,-0.0009745199122824566
Frontal_Med_Orb_L <=> Cingulum_Post_L,-0.0009605748170967487
Frontal_Sup_Medial_L <=> Precuneus_L,-0.0009397382609511951
Occipital_Inf_R <=> Cerebelum_6_L,-0.0009238392059314204
Postcentral_L <=> Postcentral_R,-0.0009236688952196648
Occipital_Mid_L <=> Cerebelum_8_L,-0.0009232924690722566
Parietal_Sup_L <=> Parietal_Sup_R,-0.000915540539735904
Parietal_Sup_R <=> Parietal_Inf_L,-0.0009075623088525386
Cerebelum_4_5_R <=> Vermis_6,-0.0008767534651055175
Frontal_Sup_L <=> Precuneus_L,-0.0008742431287983799
Frontal_Sup_R <=> Temporal_Mid_R,-0.000866331224282435
Cerebelum_4_5_R <=> Cerebelum_6_L,-0.0008493829069859071
Occipital_Inf_R <=> Cerebelum_6_R,-0.0008417955361731622
Frontal_Med_Orb_R <=> Cingulum_Post_L,-0.0008263144234436747
Frontal_Sup_Medial_L <=> Frontal_Med_Orb_R,-0.0008194014491237578
Fusiform_L <=> Cerebelum_Crus1_R,-0.0008153939443983571
Heschl_R <=> Temporal_Sup_L,-0.0007983858030095714
Cerebelum_4_5_L <=> Cerebelum_4_5_R,-0.0007746828005546824
Temporal_Mid_L <=> Temporal_Mid_R,-0.000771430517898164
Temporal_Mid_R <=> Temporal_Inf_R,-0.0007582101206581093
Frontal_Inf_Orb_L <=> Temporal_Pole_Sup_L,-0.0007477346090111414
Occipital_Inf_L <=> Fusiform_L,-0.0007384690253837256
Parietal_Inf_L <=> Parietal_Inf_R,-0.000737636019443011
Frontal_Inf_Oper_R <=> Parietal_Inf_R,-0.000737071859712879
Occipital_Inf_L <=> Cerebelum_8_R,-0.0007218481034658719
Temporal_Pole_Sup_R <=> Temporal_Mid_L,-0.0007003815918541712
Frontal_Sup_R <=> Frontal_Sup_Medial_R,-0.0006948413175782875
