feature,mean_importance
Occipital_Inf_R <=> Cerebelum_6_L,-0.02304270840972169
Frontal_Sup_L <=> Frontal_Sup_Medial_R,-0.021188621008391317
Fusiform_R <=> Cerebelum_6_R,-0.019947454200124826
Fusiform_R <=> Cerebelum_Crus1_R,-0.018958262051292564
Frontal_Sup_Medial_R <=> Temporal_Mid_L,-0.01743849979002827
Cuneus_L <=> Fusiform_L,-0.016012705405647233
Frontal_Med_Orb_R <=> Cingulum_Ant_L,-0.015851584034623924
Frontal_Inf_Oper_R <=> Parietal_Inf_R,-0.01497995162161101
Precuneus_R <=> Temporal_Mid_R,-0.01492062198619024
Fusiform_R <=> Cerebelum_Crus1_L,-0.014855258983677145
Occipital_Mid_L <=> Temporal_Mid_L,-0.014793267528636366
Fusiform_R <=> Cerebelum_Crus2_R,-0.014164896120122127
Precentral_L <=> Frontal_Inf_Oper_L,-0.013317569013728959
Fusiform_L <=> Postcentral_L,-0.012665021223355933
Parietal_Sup_R <=> Cerebelum_7b_L,-0.012421888170717921
Frontal_Med_Orb_L <=> Cingulum_Ant_L,-0.012400325969155546
Occipital_Inf_R <=> Cerebelum_Crus1_L,-0.012022114059218048
Frontal_Inf_Orb_L <=> Frontal_Sup_Medial_R,-0.01196002284242419
Cingulum_Mid_L <=> Cingulum_Mid_R,-0.01163811535555812
Frontal_Sup_Medial_R <=> Cingulum_Ant_L,-0.011631975993276634
Frontal_Sup_L <=> Temporal_Mid_L,-0.01154246348589436
Cingulum_Ant_L <=> Caudate_R,-0.011502521248927389
Temporal_Mid_L <=> Cerebelum_Crus1_L,-0.011350477487230792
Precuneus_L <=> Precuneus_R,-0.011317713735318735
Paracentral_Lobule_L <=> Paracentral_Lobule_R,-0.011241375774915375
Frontal_Med_Orb_L <=> Cingulum_Ant_R,-0.011151821268513596
Caudate_L <=> Putamen_L,-0.011075667079366358
Cerebelum_Crus1_L <=> Cerebelum_Crus2_L,-0.010776360048712342
Frontal_Sup_Medial_L <=> Frontal_Med_Orb_R,-0.010682134641698315
Frontal_Sup_Medial_R <=> Frontal_Med_Orb_L,-0.010680139474291694
Cingulum_Ant_R <=> Caudate_R,-0.010639926186395688
Cingulum_Ant_L <=> Cingulum_Ant_R,-0.010614339853398968
Frontal_Inf_Oper_R <=> Rolandic_Oper_R,-0.010431426947976963
Occipital_Sup_L <=> Occipital_Inf_L,-0.010425110730738662
ParaHippocampal_L <=> Fusiform_R,-0.010235516949005907
Lingual_R <=> Vermis_4_5,-0.010094461183861193
Frontal_Sup_L <=> Frontal_Sup_R,-0.01002743788244249
Frontal_Sup_Orb_L <=> Frontal_Mid_Orb_R,-0.00989955327100418
Cuneus_L <=> Occipital_Inf_L,-0.009845807528593254
Frontal_Inf_Oper_R <=> Frontal_Inf_Tri_L,-0.009845713695342173
Cingulum_Ant_L <=> Caudate_L,-0.009738927008199828
Frontal_Sup_Medial_L <=> Cingulum_Ant_L,-0.009423596837287019
Rolandic_Oper_R <=> Cingulum_Mid_R,-0.00937023305029867
