feature,mean_importance
Cerebelum_Crus2_R <=> Cerebelum_7b_L,-0.0006393406781717292
Cerebelum_Crus1_R <=> Cerebelum_7b_L,-0.0006137703946780704
Cerebelum_Crus1_R <=> Cerebelum_8_L,-0.0005106537053032767
Cerebelum_Crus1_L <=> Cerebelum_7b_L,-0.0004803490384089226
Occipital_Inf_L <=> Cerebelum_8_R,-0.0004473618591343431
Cerebelum_7b_L <=> Cerebelum_7b_R,-0.0004198007384917712
Fusiform_L <=> Temporal_Pole_Mid_L,-0.00039620603574910265
Occipital_Inf_L <=> Cerebelum_8_L,-0.0003901201027441736
ParaHippocampal_R <=> Temporal_Pole_Mid_R,-0.0003843734523116371
Occipital_Inf_L <=> Cerebelum_7b_L,-0.0003823367046615456
Cerebelum_Crus2_R <=> Cerebelum_8_L,-0.00036631331003489365
Cerebelum_8_L <=> Cerebelum_10_R,-0.0003517816468701529
Occipital_Inf_L <=> Temporal_Mid_L,-0.00033599581183425543
Heschl_R <=> Temporal_Sup_L,-0.0003327096675192376
ParaHippocampal_L <=> Temporal_Pole_Mid_L,-0.0003224095356076706
Temporal_Inf_L <=> Cerebelum_8_R,-0.00031999918576155475
Temporal_Inf_L <=> Cerebelum_8_L,-0.00031883581046017185
Occipital_Mid_L <=> Temporal_Mid_L,-0.0003174507321703324
Rolandic_Oper_R <=> Temporal_Sup_R,-0.00031561388243113165
Occipital_Inf_L <=> Precuneus_R,-0.00031053184697000803
Cerebelum_Crus1_R <=> Vermis_4_5,-0.00030992150805753127
Cerebelum_8_R <=> Cerebelum_10_R,-0.0003030463851826148
Cerebelum_Crus2_L <=> Cerebelum_7b_L,-0.0003001818268895562
ParaHippocampal_R <=> Temporal_Pole_Mid_L,-0.0002788692356310296
Occipital_Mid_L <=> Precuneus_L,-0.00027839769103628066
Cerebelum_7b_R <=> Cerebelum_8_L,-0.00027624705856563734
Cerebelum_Crus1_L <=> Cerebelum_8_L,-0.000264806098183179
Precentral_R <=> Supp_Motor_Area_R,-0.00026055842978318645
Parietal_Inf_L <=> SupraMarginal_L,-0.00025892598943504374
Fusiform_L <=> Cerebelum_8_L,-0.0002571088802950872
Supp_Motor_Area_L <=> Supp_Motor_Area_R,-0.0002570559566232866
ParaHippocampal_L <=> Cerebelum_3_L,-0.00025554268937213467
Paracentral_Lobule_R <=> Temporal_Inf_L,-0.0002411834635900778
Occipital_Sup_L <=> Precuneus_L,-0.00024060461781094666
Temporal_Inf_R <=> Cerebelum_8_R,-0.00024020466794407724
Occipital_Mid_L <=> Temporal_Inf_L,-0.00023817893666655543
ParaHippocampal_L <=> Temporal_Pole_Sup_L,-0.00023587745988145058
Cerebelum_Crus1_R <=> Cerebelum_Crus2_L,-0.00023037059373050007
Occipital_Mid_L <=> Occipital_Inf_L,-0.00022846927447326416
Cerebelum_7b_L <=> Cerebelum_10_R,-0.00022091326690873992
Occipital_Mid_L <=> Precuneus_R,-0.00021972448080984642
Occipital_Inf_L <=> Precuneus_L,-0.0002191881475836599
Frontal_Mid_L <=> Frontal_Sup_Medial_R,-0.00021561543639392333
Frontal_Med_Orb_L <=> Cingulum_Ant_R,-0.0002154685620709529
ParaHippocampal_R <=> Amygdala_R,-0.00021267111669400762
Cerebelum_6_R <=> Cerebelum_8_L,-0.00020680498763252507
Frontal_Med_Orb_L <=> Cingulum_Ant_L,-0.00019272773972276447
Calcarine_R <=> Cerebelum_6_R,-0.00019248145188877075
Cerebelum_Crus1_L <=> Cerebelum_7b_R,-0.00019221986449435846
Occipital_Inf_L <=> Parietal_Sup_L,-0.00018864111036278607
Cerebelum_Crus1_L <=> Cerebelum_Crus2_R,-0.00018473945668535664
Frontal_Mid_Orb_L <=> Frontal_Inf_Orb_L,-0.00018329946650270658
Postcentral_R <=> Precuneus_L,-0.00018205362427496928
Cerebelum_Crus1_L <=> Vermis_4_5,-0.00017819200296012027
Parietal_Sup_L <=> Temporal_Inf_L,-0.0001770568077113399
Cingulum_Ant_L <=> Cingulum_Ant_R,-0.00017668818953699982
Cerebelum_6_R <=> Cerebelum_7b_L,-0.00017328879084139716
Temporal_Pole_Sup_L <=> Temporal_Inf_R,-0.00017257994912056596
Cerebelum_Crus2_R <=> Cerebelum_8_R,-0.00017205716215338285
Cerebelum_Crus1_L <=> Vermis_8,-0.0001714558653948206
Supp_Motor_Area_R <=> Paracentral_Lobule_L,-0.00017096707320347627
Fusiform_L <=> Cerebelum_8_R,-0.00016975064720239352
Parietal_Sup_R <=> Precuneus_L,-0.00016491664547571005
Occipital_Inf_L <=> Paracentral_Lobule_R,-0.00016475820122350271
Parietal_Inf_L <=> Parietal_Inf_R,-0.000160243159131479
Occipital_Inf_L <=> Temporal_Inf_L,-0.00015960533698060607
Cerebelum_8_L <=> Vermis_7,-0.00015567714813724542
Frontal_Sup_L <=> Frontal_Sup_Medial_R,-0.0001550814426395597
Temporal_Pole_Mid_L <=> Temporal_Inf_R,-0.0001539072817112519
Cerebelum_7b_L <=> Vermis_7,-0.00015140702033793473
Temporal_Inf_R <=> Cerebelum_7b_R,-0.00015129124438826303
Temporal_Pole_Mid_L <=> Temporal_Inf_L,-0.00014976200263943084
Lingual_R <=> Cerebelum_6_R,-0.0001480792903055139
Frontal_Mid_R <=> Frontal_Inf_Tri_R,-0.00014725571102056634
Temporal_Mid_R <=> Cerebelum_7b_L,-0.0001469001424475813
Parietal_Sup_L <=> Parietal_Sup_R,-0.00014545223747020053
Frontal_Mid_R <=> Frontal_Sup_Medial_R,-0.0001428527920480427
Frontal_Sup_Orb_L <=> Frontal_Sup_Orb_R,-0.00014225975367510024
