feature,mean_importance
SupraMarginal_L <=> Vermis_10,-0.04626091639118066
Cingulum_Post_R <=> Lingual_R,-0.03913893127700754
Rectus_R <=> Parietal_Inf_R,-0.03716462832268843
Temporal_Pole_Sup_R <=> Vermis_1_2,-0.0294490422347637
Precentral_L <=> Rolandic_Oper_R,-0.022915860826746147
Frontal_Mid_Orb_R <=> Occipital_Mid_L,-0.017259271324198532
Frontal_Sup_R <=> Frontal_Mid_Orb_R,-0.016348063650364786
Precentral_R <=> Cerebelum_10_R,-0.015233145680794924
Insula_R <=> Temporal_Pole_Mid_R,-0.014996516327433018
Precentral_L <=> Cerebelum_10_R,-0.011444822937051336
Frontal_Mid_R <=> Rectus_R,-0.007869321043845768
Precentral_L <=> Frontal_Sup_R,-0.0056499301889255
Precentral_L <=> Cingulum_Mid_L,-0.0055503963945536805
Supp_Motor_Area_L <=> Vermis_3,-0.004354692383046732
Lingual_R <=> Precuneus_R,-0.0039022241966159667
Lingual_L <=> Vermis_4_5,-0.0036155097679728466
Frontal_Sup_L <=> ParaHippocampal_L,-0.0020023556404936914
Cingulum_Post_L <=> Vermis_3,-0.0013863531126300454
Temporal_Pole_Sup_R <=> Temporal_Inf_R,-0.001035983322140188
Precentral_L <=> Supp_Motor_Area_R,-0.0009280825125347558
Precentral_R <=> Lingual_R,-0.0009046597843266113
Precentral_L <=> Olfactory_R,-0.0008964899255787806
Frontal_Mid_L <=> Cingulum_Ant_L,-0.0004887622526656532
Precentral_L <=> Frontal_Sup_L,-0.0004205371472275621
Frontal_Mid_L <=> Temporal_Pole_Mid_L,-0.00041479101902115457
Occipital_Mid_L <=> Temporal_Mid_L,-0.00015107098860376312
Postcentral_L <=> Paracentral_Lobule_R,-0.0001436573209373071
Precentral_L <=> Postcentral_R,-0.00010391580946862433
Occipital_Sup_L <=> Cerebelum_6_L,0.0
Occipital_Sup_L <=> Cerebelum_4_5_R,0.0
Occipital_Sup_L <=> Temporal_Pole_Mid_L,0.0
Occipital_Sup_L <=> Cerebelum_4_5_L,0.0
Occipital_Sup_L <=> Temporal_Pole_Mid_R,0.0
Occipital_Sup_L <=> Cerebelum_Crus2_R,0.0
Occipital_Sup_L <=> Temporal_Inf_R,0.0
Occipital_Sup_L <=> Cerebelum_Crus2_L,0.0
Occipital_Sup_L <=> Cerebelum_Crus1_L,0.0
Occipital_Sup_L <=> Cerebelum_3_R,0.0
Occipital_Sup_L <=> Cerebelum_Crus1_R,0.0
Occipital_Sup_L <=> Cerebelum_3_L,0.0
Occipital_Sup_L <=> Temporal_Inf_L,0.0
Occipital_Sup_L <=> Cerebelum_6_R,0.0
Vermis_9 <=> Vermis_10,0.0
Occipital_Sup_L <=> Cerebelum_7b_R,0.0
Occipital_Sup_R <=> Postcentral_L,0.0
Occipital_Sup_R <=> Fusiform_R,0.0
Occipital_Sup_R <=> Fusiform_L,0.0
Occipital_Sup_R <=> Occipital_Inf_R,0.0
Occipital_Sup_R <=> Occipital_Inf_L,0.0
Occipital_Sup_R <=> Occipital_Mid_R,0.0
Occipital_Sup_R <=> Occipital_Mid_L,0.0
Occipital_Sup_L <=> Vermis_10,0.0
Occipital_Sup_L <=> Vermis_9,0.0
Occipital_Sup_L <=> Vermis_8,0.0
Occipital_Sup_L <=> Vermis_7,0.0
Occipital_Sup_L <=> Vermis_6,0.0
Occipital_Sup_L <=> Vermis_4_5,0.0
Occipital_Sup_L <=> Vermis_3,0.0
Occipital_Sup_L <=> Vermis_1_2,0.0
Occipital_Sup_L <=> Cerebelum_10_R,0.0
Occipital_Sup_L <=> Cerebelum_10_L,0.0
Occipital_Sup_L <=> Cerebelum_9_R,0.0
Occipital_Sup_L <=> Cerebelum_9_L,0.0
Occipital_Sup_L <=> Cerebelum_8_R,0.0
Occipital_Sup_L <=> Cerebelum_8_L,0.0
Occipital_Sup_L <=> Cerebelum_7b_L,0.0
Occipital_Sup_L <=> Temporal_Mid_R,0.0
Occipital_Sup_L <=> Heschl_R,0.0
Occipital_Sup_L <=> Temporal_Pole_Sup_R,0.0
Occipital_Sup_L <=> Fusiform_R,0.0
Occipital_Sup_L <=> Fusiform_L,0.0
Occipital_Sup_L <=> Occipital_Inf_R,0.0
Occipital_Sup_L <=> Occipital_Inf_L,0.0
Occipital_Sup_L <=> Occipital_Mid_R,0.0
