feature,mean_importance
Frontal_Sup_L <=> Vermis_8,-0.009104636074295791
Occipital_Inf_R <=> Postcentral_L,-0.0071248790290187715
Amygdala_R <=> Vermis_6,-0.006825845226222249
Frontal_Med_Orb_L <=> Vermis_1_2,-0.005326081504274649
Frontal_Inf_Orb_L <=> Insula_L,-0.005199323434088687
Temporal_Sup_L <=> Cerebelum_Crus1_L,-0.005034500861642521
Frontal_Inf_Tri_L <=> Frontal_Med_Orb_R,-0.005011535149722923
Frontal_Mid_L <=> Cerebelum_10_L,-0.004432905679263488
Rectus_L <=> Parietal_Sup_R,-0.004013642559642072
Cerebelum_Crus1_R <=> Cerebelum_3_L,-0.003997106029000141
Olfactory_R <=> Heschl_R,-0.0035662037031092718
Cingulum_Ant_R <=> Amygdala_R,-0.003556357173875746
Amygdala_R <=> Occipital_Inf_R,-0.003495500826796549
Postcentral_R <=> Parietal_Inf_L,-0.0031910371220150503
Occipital_Mid_R <=> Caudate_L,-0.003150853040917889
ParaHippocampal_R <=> Cerebelum_3_R,-0.0030730380172469206
Parietal_Sup_L <=> Temporal_Mid_R,-0.002962410909391133
Angular_L <=> Heschl_L,-0.002928792064475694
Frontal_Inf_Oper_L <=> Thalamus_L,-0.0029102167418147305
Supp_Motor_Area_L <=> Putamen_L,-0.0028611873264367425
Fusiform_L <=> Temporal_Pole_Mid_L,-0.0026654722517761354
Hippocampus_R <=> Vermis_4_5,-0.0025213649423684093
Putamen_R <=> Cerebelum_Crus2_R,-0.0025004291122704193
Frontal_Mid_L <=> Occipital_Sup_R,-0.002312429745408817
Frontal_Mid_R <=> Parietal_Sup_R,-0.0022322728449847727
Rolandic_Oper_R <=> Caudate_L,-0.0021365331298322634
Cingulum_Ant_R <=> Putamen_L,-0.0021342933325240844
Cingulum_Post_R <=> Paracentral_Lobule_R,-0.0021084884574164462
Heschl_L <=> Vermis_7,-0.002000243380770561
Cingulum_Ant_R <=> Thalamus_L,-0.0019067411380530252
Frontal_Inf_Oper_L <=> Cerebelum_4_5_L,-0.0016734549857222892
Heschl_R <=> Cerebelum_Crus2_L,-0.0016570793948971207
Frontal_Inf_Tri_R <=> Rolandic_Oper_L,-0.00163618858738106
Paracentral_Lobule_L <=> Cerebelum_10_L,-0.0015934571031842371
Frontal_Inf_Orb_L <=> Vermis_6,-0.0015746022379635517
Frontal_Sup_Medial_R <=> Vermis_8,-0.0015296209144857187
Temporal_Inf_L <=> Vermis_10,-0.0015093610510148014
Calcarine_R <=> Vermis_4_5,-0.0013465659177321677
Olfactory_L <=> ParaHippocampal_R,-0.0011296004292598917
Frontal_Sup_L <=> Cingulum_Post_R,-0.0009364190398312378
Temporal_Pole_Mid_R <=> Vermis_8,-0.0009029515228449192
Cingulum_Ant_R <=> Vermis_4_5,-0.0008012228220372064
Frontal_Sup_R <=> Frontal_Mid_Orb_L,-0.0007283216595786346
Occipital_Mid_R <=> Temporal_Pole_Sup_R,-0.0006987103457167798
Precuneus_L <=> Vermis_3,-0.0006306873483857168
Supp_Motor_Area_L <=> Putamen_R,-0.0006283109366034712
Lingual_R <=> Vermis_8,-0.0006156661135170438
Temporal_Mid_L <=> Cerebelum_8_R,-0.0005923485701450293
Rectus_R <=> Thalamus_R,-0.0005646617106131568
Amygdala_R <=> Cerebelum_4_5_R,-0.0005260377635515568
Frontal_Sup_Orb_L <=> Occipital_Mid_L,-0.0005062870265304387
Frontal_Med_Orb_L <=> Temporal_Sup_L,-0.0004962918811914907
Precentral_R <=> Cerebelum_8_R,-0.00043780391079755175
Amygdala_R <=> Vermis_9,-0.00038016113860805945
Hippocampus_L <=> Cerebelum_4_5_R,-0.0003780696500179204
Supp_Motor_Area_R <=> Rectus_L,-0.00030631277993693474
Frontal_Inf_Oper_L <=> Frontal_Inf_Orb_L,-0.0003041501919202272
Frontal_Inf_Tri_R <=> Cerebelum_4_5_L,-0.00028543586068239255
Occipital_Sup_R <=> Cerebelum_4_5_R,-0.0002755158235423938
Frontal_Med_Orb_R <=> Vermis_9,-0.0002446370216236282
Frontal_Mid_Orb_R <=> Temporal_Sup_L,-0.00021175928946330912
Calcarine_L <=> Calcarine_R,-0.00019863591325561814
Supp_Motor_Area_R <=> Cerebelum_3_R,-0.0001841108802703495
Temporal_Mid_L <=> Cerebelum_8_L,-1.3919124584393927e-05
Occipital_Sup_L <=> Paracentral_Lobule_R,0.0
Occipital_Sup_L <=> Cerebelum_3_R,0.0
Occipital_Sup_L <=> Cerebelum_3_L,0.0
Occipital_Sup_L <=> Cerebelum_Crus2_R,0.0
Occipital_Sup_L <=> Cerebelum_Crus2_L,0.0
Occipital_Sup_L <=> Cerebelum_Crus1_R,0.0
Lingual_R <=> Vermis_9,0.0
Lingual_R <=> Vermis_10,0.0
Occipital_Sup_L <=> Cerebelum_Crus1_L,0.0
Occipital_Sup_L <=> Temporal_Inf_R,0.0
Occipital_Sup_L <=> Occipital_Sup_R,0.0
Occipital_Sup_L <=> Temporal_Inf_L,0.0
Occipital_Sup_L <=> Temporal_Pole_Mid_R,0.0
Lingual_R <=> Vermis_7,0.0
Occipital_Sup_L <=> Cerebelum_4_5_L,0.0
Occipital_Sup_L <=> Cerebelum_4_5_R,0.0
Lingual_R <=> Vermis_6,0.0
Occipital_Sup_L <=> Cerebelum_10_L,0.0
Lingual_R <=> Cerebelum_10_L,0.0
Occipital_Sup_L <=> Cerebelum_9_R,0.0
Occipital_Sup_L <=> Cerebelum_9_L,0.0
Occipital_Sup_L <=> Cerebelum_8_R,0.0
Occipital_Sup_L <=> Cerebelum_8_L,0.0
Occipital_Sup_L <=> Temporal_Pole_Mid_L,0.0
Lingual_R <=> Cerebelum_10_R,0.0
Occipital_Sup_L <=> Cerebelum_7b_L,0.0
Lingual_R <=> Vermis_1_2,0.0
Lingual_R <=> Vermis_3,0.0
Occipital_Sup_L <=> Cerebelum_6_R,0.0
Lingual_R <=> Vermis_4_5,0.0
Occipital_Sup_L <=> Cerebelum_6_L,0.0
Occipital_Sup_L <=> Cerebelum_7b_R,0.0
Occipital_Sup_L <=> Temporal_Mid_R,0.0
Occipital_Sup_L <=> Occipital_Mid_L,0.0
Occipital_Sup_L <=> Occipital_Mid_R,0.0
Occipital_Sup_L <=> Caudate_L,0.0
Occipital_Sup_L <=> Precuneus_R,0.0
Occipital_Sup_L <=> Cerebelum_10_R,0.0
Occipital_Sup_L <=> Caudate_R,0.0
Occipital_Sup_L <=> Precuneus_L,0.0
Occipital_Sup_L <=> Angular_R,0.0
Occipital_Sup_L <=> Angular_L,0.0
Occipital_Sup_L <=> Putamen_L,0.0
Occipital_Sup_L <=> Putamen_R,0.0
Occipital_Sup_L <=> SupraMarginal_R,0.0
Occipital_Sup_L <=> SupraMarginal_L,0.0
Occipital_Sup_L <=> Parietal_Inf_R,0.0
Occipital_Sup_L <=> Parietal_Inf_L,0.0
Occipital_Sup_L <=> Pallidum_L,0.0
Occipital_Sup_L <=> Pallidum_R,0.0
Occipital_Sup_L <=> Thalamus_L,0.0
Occipital_Sup_L <=> Thalamus_R,0.0
Occipital_Sup_L <=> Occipital_Inf_L,0.0
Occipital_Sup_L <=> Temporal_Mid_L,0.0
Occipital_Sup_L <=> Temporal_Pole_Sup_R,0.0
Occipital_Sup_L <=> Temporal_Pole_Sup_L,0.0
Occipital_Sup_L <=> Occipital_Inf_R,0.0
Occipital_Sup_L <=> Fusiform_R,0.0
Occipital_Sup_L <=> Paracentral_Lobule_L,0.0
Occipital_Sup_L <=> Postcentral_L,0.0
Occipital_Sup_L <=> Temporal_Sup_R,0.0
Occipital_Sup_L <=> Temporal_Sup_L,0.0
Occipital_Sup_L <=> Heschl_R,0.0
Occipital_Sup_L <=> Parietal_Sup_L,0.0
Occipital_Sup_L <=> Parietal_Sup_R,0.0
