feature,mean_importance
Frontal_Sup_L <=> Vermis_8,-0.11063977792158908
Cuneus_R <=> Caudate_L,-0.06125411462684358
Frontal_Mid_R <=> Paracentral_Lobule_L,-0.05364067587396848
Supp_Motor_Area_R <=> Temporal_Mid_L,-0.030811253822862074
Lingual_L <=> Vermis_8,-0.02519572213996013
Frontal_Mid_Orb_L <=> Cerebelum_Crus1_R,-0.02466317512960945
Insula_L <=> Temporal_Inf_R,-0.022236392157106
Hippocampus_L <=> Parietal_Inf_R,-0.01535027888478031
Cuneus_L <=> Caudate_L,-0.012177598897944276
Occipital_Mid_R <=> Temporal_Pole_Sup_R,-0.009177637332509914
Fusiform_R <=> Putamen_L,-0.008629620140332684
Precentral_L <=> Olfactory_R,-0.008592950071654481
Cingulum_Ant_R <=> Fusiform_R,-0.008409718263842736
Precentral_L <=> Vermis_1_2,-0.008106114077042337
Supp_Motor_Area_L <=> Precuneus_L,-0.008079345664937908
Postcentral_R <=> Pallidum_R,-0.007609714483196317
Precentral_L <=> Frontal_Mid_R,-0.007546060732632043
Supp_Motor_Area_L <=> Vermis_1_2,-0.007399898609530098
Heschl_L <=> Vermis_7,-0.0072402336289638216
Precentral_L <=> Frontal_Mid_Orb_L,-0.007194118124990911
Temporal_Inf_R <=> Cerebelum_10_L,-0.00648178298337534
Precentral_L <=> Frontal_Inf_Oper_R,-0.0063914465765651405
Precentral_R <=> Rectus_L,-0.006384263507537602
Frontal_Sup_R <=> Angular_L,-0.0063639835242558
Cingulum_Ant_R <=> Temporal_Pole_Sup_L,-0.005987828910540704
Angular_R <=> Vermis_1_2,-0.005977579303511593
Caudate_L <=> Cerebelum_Crus2_R,-0.005933784819946508
Frontal_Inf_Orb_R <=> Fusiform_R,-0.005756617371456807
Cuneus_R <=> Vermis_1_2,-0.005723673272548924
Supp_Motor_Area_L <=> Vermis_4_5,-0.0054799399152193114
Frontal_Sup_L <=> Occipital_Inf_R,-0.005231663361698535
Precentral_L <=> Rolandic_Oper_R,-0.004993486500316191
Calcarine_R <=> Putamen_L,-0.004954242223976691
Precentral_R <=> Temporal_Sup_L,-0.0045656677523528534
Precentral_R <=> Vermis_3,-0.00434916816740345
Precentral_R <=> Cerebelum_7b_R,-0.0043353253438290105
Insula_R <=> Vermis_3,-0.003735666620804201
Occipital_Mid_R <=> Occipital_Inf_R,-0.00372321325138083
Precentral_L <=> Frontal_Sup_R,-0.0037015624894858766
Paracentral_Lobule_R <=> Cerebelum_3_R,-0.0035075747797205905
Precentral_L <=> Frontal_Inf_Tri_L,-0.003219523948923797
Frontal_Inf_Orb_L <=> Amygdala_L,-0.003168604405012543
Frontal_Inf_Tri_R <=> Heschl_L,-0.002957811892139661
Postcentral_R <=> Cerebelum_6_R,-0.002638146775756356
Precentral_R <=> Rectus_R,-0.0023144519803078635
Hippocampus_R <=> Vermis_4_5,-0.0021670524033547077
Putamen_L <=> Cerebelum_6_R,-0.002162939858710233
Precentral_L <=> Fusiform_R,-0.0021504723697345794
Frontal_Sup_Orb_R <=> Pallidum_L,-0.0020274624683565
Precentral_L <=> Cerebelum_3_L,-0.0019931778318968973
Precentral_L <=> Precentral_R,-0.001824971220660121
Precentral_R <=> Putamen_R,-0.001498388994873112
Frontal_Sup_L <=> Pallidum_L,-0.0014829917775226243
Amygdala_R <=> Thalamus_R,-0.0014811464874110226
Frontal_Mid_Orb_L <=> Cerebelum_6_L,-0.0014761362823375811
Frontal_Inf_Tri_L <=> Vermis_1_2,-0.0013889599309478307
Rectus_L <=> Temporal_Mid_R,-0.0013675855866752684
Pallidum_R <=> Vermis_10,-0.0013443877853295482
Frontal_Inf_Oper_L <=> Vermis_10,-0.001277460540952946
Frontal_Med_Orb_L <=> Calcarine_R,-0.0011800852991916688
Frontal_Inf_Tri_L <=> Cingulum_Post_L,-0.001171427580683959
Hippocampus_R <=> Caudate_L,-0.0011573344948629938
Precentral_L <=> Frontal_Sup_L,-0.0010730218170038608
Frontal_Sup_R <=> Caudate_R,-0.0010683387513700903
Cingulum_Mid_R <=> Vermis_4_5,-0.0010674106563588915
Precentral_L <=> Rectus_L,-0.0010634152139287866
Frontal_Sup_L <=> Occipital_Mid_L,-0.0009347117676502314
Precentral_L <=> Frontal_Mid_Orb_R,-0.000878549451763444
Temporal_Mid_L <=> Cerebelum_10_L,-0.0007059624011218179
Precentral_L <=> Cerebelum_4_5_L,-0.0006893608257481532
Frontal_Med_Orb_R <=> Cerebelum_Crus1_R,-0.000638912707518724
Frontal_Mid_Orb_L <=> Angular_R,-0.0005788252417242123
Precentral_L <=> Frontal_Inf_Oper_L,-0.0005618865034850539
Frontal_Sup_L <=> SupraMarginal_R,-0.0005535986225778001
Putamen_R <=> Vermis_4_5,-0.000546917314551365
Precentral_R <=> Frontal_Mid_L,-0.0005366837168333749
Temporal_Inf_R <=> Cerebelum_4_5_L,-0.0004768825600427018
Frontal_Mid_L <=> Cingulum_Post_L,-0.0004486139970409475
Frontal_Sup_Orb_L <=> Temporal_Inf_R,-0.00040246130981724804
Frontal_Med_Orb_L <=> Cuneus_L,-0.0003966392238383687
Precentral_L <=> Cingulum_Post_R,-0.0003958937580776922
Cerebelum_3_L <=> Vermis_9,-0.000382123503029419
Frontal_Sup_Medial_L <=> Cerebelum_7b_L,-0.00036469420730211866
Precentral_R <=> Angular_R,-0.0003616208083778272
Olfactory_R <=> Heschl_L,-0.00033510485675591895
Olfactory_R <=> Cerebelum_9_R,-0.0003264026372534534
Frontal_Sup_Medial_L <=> Cingulum_Ant_L,-0.0003108798071602248
Precentral_L <=> Cingulum_Ant_R,-0.00027515578488861435
Precentral_L <=> Angular_L,-0.00026737318995841977
Frontal_Sup_R <=> Rectus_L,-0.0002573697311596845
Frontal_Sup_L <=> Cerebelum_8_L,-0.0002555212672504581
Rectus_L <=> Parietal_Inf_R,-0.0002532444481166074
Frontal_Sup_L <=> Frontal_Med_Orb_L,-0.0002447610805526246
Precentral_L <=> Temporal_Pole_Sup_L,-0.00023498221732722868
Calcarine_L <=> Occipital_Sup_R,-0.0002343626071126259
Precentral_R <=> Angular_L,-0.00023423467358560935
Frontal_Inf_Oper_R <=> Cerebelum_7b_L,-0.00023105573186548155
Precentral_L <=> Postcentral_L,-0.00022143269488044125
Frontal_Inf_Oper_R <=> Vermis_7,-0.000201353019915107
Hippocampus_L <=> Vermis_10,-0.00019660651188715405
Olfactory_L <=> Vermis_10,-0.00014629351376549415
Precentral_L <=> Frontal_Mid_L,-0.00014379107085504828
Precentral_L <=> Paracentral_Lobule_R,-0.0001415921142333243
Frontal_Sup_Orb_L <=> ParaHippocampal_R,-0.00013786365408030576
Frontal_Sup_Orb_R <=> Cingulum_Ant_L,-0.00012180099649592436
Frontal_Sup_Orb_L <=> Occipital_Sup_L,-0.0001136437011891811
Frontal_Sup_R <=> Cuneus_R,-0.00011314534908688501
Parietal_Inf_R <=> Cerebelum_4_5_L,-0.00011288796118469335
Frontal_Mid_L <=> Vermis_8,-0.000102717772474481
Putamen_L <=> Vermis_3,-8.549774931148058e-05
