feature,mean_importance
Caudate_L <=> Cerebelum_Crus2_R,-0.06588836392143746
Frontal_Sup_L <=> Vermis_8,-0.05201830035238029
Parietal_Inf_R <=> Cerebelum_6_L,-0.03131953031275727
Rolandic_Oper_L <=> Olfactory_R,-0.02793708581493646
Supp_Motor_Area_L <=> Precuneus_R,-0.02646946830758563
Frontal_Inf_Orb_L <=> Cingulum_Ant_L,-0.0221834237208673
Frontal_Mid_Orb_L <=> Cerebelum_Crus1_R,-0.018373595257085686
Occipital_Inf_R <=> Cerebelum_Crus2_L,-0.016495523591869655
Insula_L <=> Hippocampus_L,-0.015364328411867101
Hippocampus_L <=> Parietal_Inf_R,-0.013582625703362706
Frontal_Sup_L <=> Frontal_Sup_Orb_L,-0.013051860642480406
Supp_Motor_Area_L <=> Cingulum_Post_L,-0.01298581428268264
Frontal_Inf_Tri_L <=> Vermis_8,-0.012629777357474304
Fusiform_L <=> Vermis_8,-0.011828432403006994
Cuneus_R <=> Caudate_L,-0.011493389759927818
Frontal_Mid_Orb_L <=> Cerebelum_6_L,-0.011388006263984752
Precentral_L <=> Vermis_1_2,-0.011251775803983977
Occipital_Mid_L <=> Occipital_Inf_R,-0.010204041386811724
Cerebelum_Crus1_L <=> Cerebelum_10_R,-0.009855401713714951
Frontal_Mid_R <=> Cerebelum_10_R,-0.009001531931684337
Hippocampus_R <=> Vermis_4_5,-0.008325122831561504
Rolandic_Oper_L <=> Vermis_10,-0.007632638786428681
Frontal_Sup_R <=> Frontal_Mid_Orb_R,-0.007487838893934162
Olfactory_L <=> Vermis_8,-0.006734688966849723
Frontal_Inf_Orb_L <=> Temporal_Mid_L,-0.006622532832814665
Cuneus_R <=> Vermis_1_2,-0.0057768274948924335
Frontal_Mid_R <=> Supp_Motor_Area_R,-0.005754618103908804
Cingulum_Post_L <=> Occipital_Sup_L,-0.005583231153206647
Cerebelum_3_L <=> Cerebelum_3_R,-0.005219809745218562
Precentral_R <=> Frontal_Mid_L,-0.005008407371891144
Frontal_Sup_Orb_R <=> Vermis_7,-0.004651063067250094
Cingulum_Post_R <=> Parietal_Inf_L,-0.004633032030230533
Angular_R <=> Vermis_1_2,-0.004558014565143864
Temporal_Inf_R <=> Cerebelum_10_L,-0.0044450996543988095
Frontal_Inf_Oper_L <=> Parietal_Sup_L,-0.004000758085465605
Olfactory_L <=> SupraMarginal_R,-0.0037027016846646887
Lingual_L <=> Vermis_8,-0.003376482715295737
Frontal_Inf_Tri_L <=> Parietal_Sup_L,-0.003345791128094522
Frontal_Inf_Orb_L <=> Cerebelum_4_5_L,-0.0033438934843689873
Frontal_Mid_R <=> Paracentral_Lobule_L,-0.003211558335273068
Supp_Motor_Area_R <=> SupraMarginal_R,-0.0031433527038232435
Cingulum_Post_R <=> Temporal_Sup_R,-0.0027533294582428704
Frontal_Sup_L <=> Temporal_Sup_R,-0.0026754121309670253
Frontal_Mid_L <=> Cerebelum_10_R,-0.002603982133839988
Supp_Motor_Area_L <=> Heschl_L,-0.0023887254437764847
Frontal_Mid_L <=> Temporal_Sup_L,-0.0023045283436545104
Frontal_Mid_R <=> Occipital_Inf_L,-0.0022724910235966344
Frontal_Sup_L <=> Pallidum_L,-0.0022084595858409715
Frontal_Inf_Tri_R <=> Heschl_L,-0.0021554741624403738
Precentral_L <=> Frontal_Med_Orb_R,-0.0021529348287747663
Frontal_Inf_Tri_L <=> Cerebelum_Crus2_L,-0.0021150962323631894
Precentral_R <=> Rectus_L,-0.0020922299484995134
Frontal_Sup_Orb_R <=> Parietal_Inf_R,-0.0019321507344943977
Vermis_1_2 <=> Vermis_3,-0.001930638601437762
Lingual_R <=> Cerebelum_10_L,-0.0019017180381455834
Rectus_L <=> Cerebelum_3_R,-0.0017453992986698808
Paracentral_Lobule_L <=> Cerebelum_7b_R,-0.0017380448667003278
Frontal_Med_Orb_R <=> Cerebelum_7b_L,-0.001705123041918144
Frontal_Inf_Tri_R <=> Vermis_8,-0.0015845987214291313
Precentral_L <=> Olfactory_R,-0.0015512175526859906
ParaHippocampal_L <=> SupraMarginal_L,-0.0015069656486435435
Temporal_Inf_R <=> Cerebelum_4_5_L,-0.0014882351987211885
Precentral_L <=> Temporal_Pole_Mid_L,-0.0014669993604291775
Cuneus_L <=> Cerebelum_3_R,-0.001432658520914476
Frontal_Sup_R <=> Temporal_Pole_Mid_R,-0.0014129004690938806
Heschl_L <=> Cerebelum_7b_L,-0.0013975890715621996
Frontal_Sup_Orb_L <=> Cerebelum_7b_L,-0.0013947180618446796
SupraMarginal_R <=> Vermis_6,-0.0013431017871581297
Calcarine_R <=> Postcentral_L,-0.0012868341057947763
Cerebelum_4_5_R <=> Vermis_1_2,-0.0012628143448275343
Fusiform_L <=> Cerebelum_6_R,-0.0012551306147293051
Cerebelum_6_R <=> Vermis_8,-0.0012452469092222528
Insula_L <=> Temporal_Inf_R,-0.001231439560469294
Precentral_L <=> Frontal_Mid_L,-0.0011913819867931607
Frontal_Mid_Orb_L <=> Rolandic_Oper_R,-0.0011505723957025093
Rectus_R <=> Occipital_Sup_L,-0.001138952474714916
Insula_L <=> Temporal_Inf_L,-0.0010801617326247292
Rolandic_Oper_L <=> Supp_Motor_Area_L,-0.0010747040371909655
Frontal_Med_Orb_R <=> Cerebelum_9_L,-0.0010592541611718965
Insula_R <=> Putamen_R,-0.0009982333958513667
Frontal_Mid_Orb_L <=> Frontal_Inf_Oper_L,-0.0009944264069611907
Supp_Motor_Area_L <=> Precuneus_L,-0.0009484436235457139
Temporal_Pole_Sup_L <=> Cerebelum_Crus2_L,-0.0009438599137579385
Temporal_Inf_L <=> Cerebelum_Crus1_R,-0.0009378655424833404
Frontal_Sup_L <=> Cerebelum_10_R,-0.0009286676869216138
Lingual_L <=> Temporal_Sup_R,-0.0009108880009461639
Precentral_R <=> Occipital_Sup_R,-0.0009066433637258342
Cingulum_Post_L <=> Cerebelum_10_R,-0.0008792061079716084
Cerebelum_3_L <=> Vermis_9,-0.0008703794849560075
Frontal_Sup_Orb_R <=> Vermis_1_2,-0.0008543661285088877
Angular_L <=> Heschl_L,-0.0008503238729199669
Cingulum_Ant_L <=> ParaHippocampal_R,-0.0008075125789957837
Frontal_Inf_Orb_L <=> Cerebelum_7b_L,-0.0007937738815959605
Precentral_R <=> Cerebelum_Crus2_R,-0.0007820963754979982
Precentral_R <=> Cerebelum_6_L,-0.0007760699732005883
Frontal_Sup_Medial_R <=> Cerebelum_Crus1_L,-0.0007656714206909943
ParaHippocampal_R <=> SupraMarginal_R,-0.0007565818315850237
Hippocampus_R <=> Vermis_3,-0.0007503672652887872
SupraMarginal_L <=> Vermis_3,-0.0007272960613494029
Putamen_L <=> Cerebelum_4_5_L,-0.0006991101580105852
Rolandic_Oper_R <=> Insula_R,-0.0006576236679044723
