feature,mean_importance
Cerebelum_10_L <=> Vermis_1_2,-0.050653155106096005
Frontal_Inf_Tri_L <=> Paracentral_Lobule_R,-0.04533399774747593
Cingulum_Post_L <=> Vermis_6,-0.038531803602686154
Occipital_Inf_L <=> Angular_L,-0.031393897766011446
Rolandic_Oper_L <=> Insula_R,-0.026536431129717753
Frontal_Sup_Orb_L <=> Cerebelum_Crus1_R,-0.020157090614605355
Frontal_Sup_Medial_R <=> Cerebelum_4_5_L,-0.01722582932701766
Parietal_Sup_L <=> Temporal_Pole_Mid_R,-0.015110963564558544
Frontal_Inf_Tri_R <=> Postcentral_R,-0.015012192908778954
Cuneus_R <=> Vermis_10,-0.010961745558720315
Frontal_Sup_Orb_R <=> Olfactory_L,-0.010697277642490666
Frontal_Inf_Oper_L <=> Cerebelum_6_L,-0.010499107878860681
Frontal_Sup_Medial_R <=> Rectus_L,-0.008766710861106608
Frontal_Med_Orb_R <=> Cingulum_Post_L,-0.007398144299668408
Frontal_Sup_Medial_R <=> Parietal_Inf_R,-0.006882280278716934
Vermis_7 <=> Vermis_10,-0.0067212074793923104
Precentral_R <=> Cerebelum_3_L,-0.005584987311527234
Postcentral_L <=> Putamen_L,-0.0055093119415520865
Parietal_Inf_L <=> Vermis_3,-0.005416355215288338
Frontal_Sup_R <=> Frontal_Sup_Medial_R,-0.005235254076978046
Olfactory_R <=> Postcentral_L,-0.00474163222707229
Calcarine_L <=> Cerebelum_Crus2_L,-0.004596203150413603
SupraMarginal_R <=> Caudate_R,-0.004557128473769212
Cingulum_Ant_L <=> Occipital_Inf_L,-0.004486634225179031
Frontal_Med_Orb_L <=> Cingulum_Post_L,-0.004362589206272927
Precentral_L <=> Rolandic_Oper_L,-0.004356614544504112
Insula_R <=> Cerebelum_7b_R,-0.004112568048306975
Frontal_Inf_Orb_R <=> Cerebelum_9_L,-0.0037906082018225097
Frontal_Sup_Orb_L <=> Vermis_6,-0.0036231566293203343
Frontal_Mid_Orb_R <=> Temporal_Inf_R,-0.0033245914287941105
Frontal_Med_Orb_R <=> Cingulum_Mid_L,-0.0032645060988472753
Supp_Motor_Area_L <=> Insula_R,-0.0030826284723254995
Cingulum_Ant_L <=> Amygdala_R,-0.0030299522708750804
Frontal_Mid_R <=> Postcentral_R,-0.0028307450170792503
Precentral_L <=> Frontal_Sup_L,-0.0027828184987514605
Parietal_Inf_R <=> Temporal_Inf_R,-0.002411729278608421
Frontal_Inf_Oper_L <=> Putamen_R,-0.002238688078319173
Frontal_Inf_Oper_L <=> Vermis_3,-0.0021867869536833727
Cuneus_R <=> Occipital_Mid_R,-0.0021643834785967987
Precentral_R <=> Paracentral_Lobule_R,-0.0019852411911633894
Precentral_L <=> Olfactory_L,-0.0019748283401148205
Cerebelum_9_L <=> Vermis_9,-0.0019167891405384107
Vermis_3 <=> Vermis_8,-0.0019065205840971488
Frontal_Sup_Medial_L <=> Cerebelum_9_R,-0.0019033235988330955
Temporal_Sup_R <=> Temporal_Pole_Sup_R,-0.001882132193357733
Frontal_Mid_Orb_R <=> SupraMarginal_R,-0.0018482279294249615
Cerebelum_9_L <=> Vermis_10,-0.0015811945776347924
Thalamus_L <=> Temporal_Sup_R,-0.001548956944226032
Heschl_R <=> Cerebelum_8_R,-0.0015189775762772361
Precentral_L <=> Parietal_Inf_L,-0.001442635560751393
Putamen_L <=> Cerebelum_Crus2_L,-0.001439855374343768
Pallidum_R <=> Cerebelum_10_L,-0.001387062524833871
Cerebelum_9_L <=> Vermis_1_2,-0.0013162329692241403
Calcarine_R <=> Vermis_7,-0.0013074686923172153
Frontal_Inf_Orb_R <=> Cingulum_Ant_R,-0.0012944481006590403
Precentral_R <=> Supp_Motor_Area_L,-0.0012570361454845359
Parietal_Inf_L <=> Parietal_Inf_R,-0.0012409665318633856
Insula_R <=> ParaHippocampal_R,-0.0012229299581068887
Occipital_Mid_R <=> Cerebelum_7b_R,-0.0012044743138138081
Temporal_Pole_Mid_R <=> Temporal_Inf_L,-0.0011734919488105566
Insula_L <=> Postcentral_L,-0.0011387633606634306
Lingual_R <=> Occipital_Inf_L,-0.0010805645132234477
Parietal_Inf_L <=> Caudate_L,-0.0010787680046918436
Cerebelum_9_L <=> Vermis_4_5,-0.001050184148023292
Frontal_Inf_Oper_R <=> ParaHippocampal_R,-0.0010007872539425477
Cingulum_Ant_R <=> Caudate_R,-0.0009963104749555417
ParaHippocampal_L <=> Cerebelum_9_R,-0.0009913012458534708
Frontal_Mid_Orb_R <=> Caudate_L,-0.000935760668440122
Parietal_Inf_R <=> Vermis_8,-0.0008024391278357746
Precuneus_L <=> Cerebelum_Crus1_L,-0.0007990108024432674
Precentral_R <=> Cerebelum_8_L,-0.0007952109779676197
Cingulum_Post_L <=> Cerebelum_9_R,-0.0007850275610756796
Heschl_L <=> Cerebelum_Crus2_R,-0.000755854502163289
Lingual_L <=> Cerebelum_4_5_L,-0.0007538260023059573
Precentral_R <=> Frontal_Inf_Orb_L,-0.0007435380332935671
Frontal_Mid_Orb_L <=> Angular_R,-0.0007410065897578866
Precuneus_L <=> Cerebelum_10_L,-0.0007285525809521687
Rectus_L <=> Cerebelum_Crus1_L,-0.0007006985173219071
Olfactory_L <=> Amygdala_L,-0.0006840701457617726
Cingulum_Ant_L <=> Cingulum_Mid_L,-0.0006770081952644835
Frontal_Med_Orb_L <=> Vermis_6,-0.0006593074251675767
Frontal_Mid_Orb_R <=> Frontal_Inf_Orb_L,-0.0006310436669732411
Cerebelum_6_L <=> Cerebelum_7b_L,-0.0006284000396266532
Calcarine_R <=> Putamen_R,-0.0006216192526065978
Cingulum_Ant_L <=> Cerebelum_7b_L,-0.0006176485605469794
Postcentral_R <=> Precuneus_R,-0.0005834118059777182
Olfactory_L <=> Vermis_10,-0.0005822215702343314
Cingulum_Post_R <=> Calcarine_L,-0.0005501159687549828
Insula_R <=> Occipital_Inf_L,-0.0005495494246092525
Precentral_R <=> Rolandic_Oper_L,-0.0005419082044361368
Precentral_R <=> Lingual_L,-0.0005402362846008479
Putamen_R <=> Cerebelum_10_L,-0.0005301230823761216
Paracentral_Lobule_L <=> Vermis_4_5,-0.0005290831374689109
Cingulum_Ant_R <=> Cerebelum_9_R,-0.0005079910182125058
Frontal_Inf_Orb_L <=> Parietal_Inf_L,-0.0005016344608778755
Frontal_Inf_Oper_L <=> Cingulum_Ant_R,-0.0004798322854359993
Frontal_Sup_Orb_R <=> Angular_R,-0.0004268824437074992
Frontal_Med_Orb_L <=> Vermis_1_2,-0.0004146624242707286
Cingulum_Post_R <=> Vermis_6,-0.00041012378053988384
Precentral_R <=> Occipital_Mid_R,-0.00040198866526870437
Frontal_Sup_Medial_R <=> Cerebelum_3_L,-0.0003977998219404366
Frontal_Inf_Tri_R <=> Lingual_R,-0.00039003687950538434
Cerebelum_8_R <=> Cerebelum_10_R,-0.0003769719711208319
Caudate_R <=> Cerebelum_7b_L,-0.00037259623215686323
