feature,mean_importance
Frontal_Inf_Oper_R <=> Frontal_Inf_Tri_L,-0.0027327559847580398
Frontal_Inf_Tri_L <=> Frontal_Inf_Tri_R,-0.0024894928658933503
Rolandic_Oper_L <=> Postcentral_L,-0.0023681020432419152
Rolandic_Oper_L <=> SupraMarginal_L,-0.0023384213494352935
Frontal_Inf_Oper_L <=> Frontal_Inf_Tri_R,-0.0018761087307557212
Frontal_Mid_Orb_L <=> Frontal_Inf_Tri_L,-0.0018196121655011943
Precentral_L <=> Frontal_Inf_Oper_L,-0.0018032727311203978
Frontal_Mid_R <=> Frontal_Inf_Oper_R,-0.0017826156615228684
Frontal_Mid_R <=> Cerebelum_Crus2_L,-0.0017168618205038121
Frontal_Inf_Oper_L <=> Frontal_Inf_Oper_R,-0.0015058933479666693
Temporal_Inf_R <=> Cerebelum_Crus1_R,-0.0014902159864350396
Frontal_Mid_R <=> Frontal_Inf_Tri_R,-0.00144967987259621
Frontal_Sup_Medial_L <=> Frontal_Med_Orb_L,-0.0014481971350889466
Temporal_Mid_L <=> Cerebelum_Crus2_L,-0.0014481596632613502
Frontal_Sup_R <=> Frontal_Sup_Medial_R,-0.0013615409726540407
Precentral_R <=> Rolandic_Oper_R,-0.0013498062439257553
Rolandic_Oper_R <=> Postcentral_R,-0.0013338832896225838
Rolandic_Oper_R <=> Postcentral_L,-0.0013103090047735578
Frontal_Mid_R <=> Supp_Motor_Area_R,-0.0012775075662839086
Rolandic_Oper_R <=> SupraMarginal_L,-0.0012749162562934123
Frontal_Mid_R <=> SupraMarginal_R,-0.0012411460741327041
Cingulum_Mid_L <=> Temporal_Inf_R,-0.00123545186764753
Frontal_Mid_L <=> Frontal_Inf_Tri_L,-0.001217543877934446
SupraMarginal_L <=> Temporal_Sup_L,-0.0012158970302920125
Rolandic_Oper_R <=> Cingulum_Mid_R,-0.0012140484324616452
Frontal_Mid_L <=> Supp_Motor_Area_R,-0.0011457821196518836
